"ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol","entrezid"
"ENSMUSG00000008822",404.4040741923,-0.489979810903892,0.231618532025042,-2.11546030716971,0.0343907345078494,0.167497829546491,"Acyp1","66204"
"ENSMUSG00000008845",44.2717444611106,0.077464400021318,0.493115742234834,0.157091719826757,0.87517256318288,0.952106697359666,"Cd163","93671"
"ENSMUSG00000008855",82.7097746356426,-0.823316862960941,0.395916519888704,-2.0795213677681,0.0375694559070579,0.176606397427974,"Hdac5","15184"
"ENSMUSG00000008859",254.365542146706,-0.347012677517841,0.301118737383249,-1.15241143919975,0.249152042537218,0.545543624023048,"Rala","56044"
"ENSMUSG00000008892",2007.86759455252,0.124808076915058,0.268193999648974,0.465364911513356,0.641670157376329,0.845723542203501,"Vdac3","22335"
"ENSMUSG00000008932",44.8610554072022,1.25252690433106,0.482474925856615,2.59604559160717,0.00943035512199478,0.0680662616472845,"Slc1a7","242607"
"ENSMUSG00000008958",694.908014309162,-0.128671928158682,0.219784791428823,-0.585445095277903,0.558248474260308,0.799820435777513,"Vps72","21427"
"ENSMUSG00000008976",513.996290932822,-0.252907895193566,0.220942870144317,-1.14467552190469,0.252343594946109,0.5490973097487,"Gabpa","14390"
"ENSMUSG00000008999",15.2777764067862,-0.265536172922163,0.76456258864086,-0.347304690115951,0.72836242763224,NA,"Bmp7","12162"
"ENSMUSG00000009013",3828.18576386397,0.592151516736267,0.238101410507434,2.4869718977065,0.0128835575672208,0.0844974308360696,"Dynll1","56455"
"ENSMUSG00000009030",389.941175561378,-0.167827964463328,0.239555531692148,-0.700580626453673,0.483564772357059,0.749897227990063,"Pdcl","67466"
"ENSMUSG00000009035",69.1418577399979,0.745541793156534,0.397024273691473,1.87782421015369,0.0604052171540805,0.239610213371108,"Tmem184b","223693"
"ENSMUSG00000009073",126.678242895897,-0.134216093955637,0.325350548189561,-0.412527640425053,0.6799527256472,0.867125504633417,"Nf2","18016"
"ENSMUSG00000009076",297.404216566474,-0.226883419024009,0.257294167000078,-0.881805528937393,0.377881981233494,0.670739019771447,"Zmat5","67178"
"ENSMUSG00000009079",784.533373795333,0.222016043606139,0.210663795216965,1.05388798952133,0.291934202328221,0.594164006139044,"Ewsr1","14030"
"ENSMUSG00000009090",190.234265439559,-0.235587561030058,0.298410998767613,-0.789473451055739,0.429835340843324,0.712807622224563,"Ap1b1","11764"
"ENSMUSG00000009092",3.88762043430603,-0.683832120975746,1.41271674103096,-0.484054659447657,0.628347078073446,NA,"Derl3","70377"
"ENSMUSG00000009112",246.695968941505,0.0804418245863098,0.260068654908757,0.309309957459241,0.757085757163013,0.904337241601629,"Bcl2l13","94044"
"ENSMUSG00000009145",285.757033288629,0.298456999927133,0.253095888140746,1.17922500487705,0.238308591757792,0.53207374241134,"Dqx1","93838"
"ENSMUSG00000009207",133.330363906647,0.307397569593214,0.313045320339789,0.981958680166675,0.326120204900521,0.625629990485644,"Lnpk","69605"
"ENSMUSG00000009281",8.62026604823337,-1.29876642515078,1.05214010504863,-1.23440444758139,0.217052232553886,NA,"Rarres2","71660"
"ENSMUSG00000009291",529.847375435481,-0.00780801439660854,0.232465999799532,-0.0335877694086095,0.97320587536459,0.98987515163921,"Pttg1ip","108705"
"ENSMUSG00000009292",127.115134273254,0.347272441524449,0.375612137187733,0.924550639190023,0.355199699041966,0.652235321705797,"Trpm2","28240"
"ENSMUSG00000009293",236.025106342253,0.526332186080726,0.26296677175112,2.00151594277798,0.0453368174281817,0.198694455723979,"Ube2g2","22213"
"ENSMUSG00000009356",12.88674502156,-0.484645132369037,0.905026657765375,-0.535503709432921,0.592301593238438,NA,"Lpo","76113"
"ENSMUSG00000009394",97.6688136275755,-1.67203838067655,0.368019130066487,-4.5433463754302,5.53681603356091e-06,0.000206744710693165,"Syn2","20965"
"ENSMUSG00000009406",80.9593465619575,-0.418863093001867,0.364930280556808,-1.1477893595532,0.251055530958696,0.547676672302128,"Elk1","13712"
"ENSMUSG00000009418",234.081222274637,0.769790895152234,0.27102301564737,2.84031558468752,0.00450689231774398,0.0395654999571924,"Nav1","215690"
"ENSMUSG00000009470",332.847938660453,-0.15609873682138,0.257927388550266,-0.605204192151773,0.545043330717594,0.790451855859056,"Tnpo1","238799"
"ENSMUSG00000009535",245.595127808219,0.393057813910517,0.277414121407346,1.41686303464474,0.156522975892133,0.421107608339924,"Rnmt","67897"
"ENSMUSG00000009549",2472.19629442222,-0.0644520668945121,0.193430792993642,-0.333204790700675,0.738979702109034,0.896960734968621,"Srp14","20813"
"ENSMUSG00000009555",490.90568763568,0.546847806930226,0.25604622802104,2.13573857797776,0.032700728069616,0.162301088097403,"Cdk9","107951"
"ENSMUSG00000009563",270.312113076943,0.121114763324558,0.256330291056375,0.472494931540966,0.636573558640922,0.844403360039059,"Tor2a","30933"
"ENSMUSG00000009566",74.3943451467857,1.64708032987485,0.404733482261601,4.06954305008611,4.71054352981471e-05,0.00115244266422806,"Fpgs","14287"
"ENSMUSG00000009569",150.129026752386,0.563887675893241,0.320760946407201,1.75796861248,0.0787528500620258,0.283052634377864,"Mrtfb","239719"
"ENSMUSG00000009575",1792.74266840895,-0.151186008023483,0.217895499716026,-0.693846399859188,0.487778540546898,0.751905216899181,"Cbx5","12419"
"ENSMUSG00000009585",241.720730926827,0.587080994245646,0.279375945550929,2.10140136828145,0.0356057479459887,0.170679293550963,"Apobec3","80287"
"ENSMUSG00000009614",107.879707631017,0.139645771600056,0.344331853173184,0.405555775084858,0.68506902919345,0.869000482960596,"Sardh","192166"
"ENSMUSG00000009621",27.8007871358938,0.251326213153407,0.566247755709596,0.44384496118392,0.657154679343126,0.854519453514478,"Vav2","22325"
"ENSMUSG00000009628",2.38085680832588,-1.91054368848226,1.91934532762667,-0.995414249318392,0.319534831103666,NA,"Tex15","104271"
"ENSMUSG00000009630",65.5402986202572,0.366211553927602,0.449766548180821,0.814225858745664,0.4155155742394,0.700383157940701,"Ppp2cb","19053"
"ENSMUSG00000009633",177.936910459843,0.0388432161509201,0.359772256440845,0.107966124278698,0.914022564000863,0.966979853013501,"G0s2","14373"
