"Row.names","logFC","logCPM","PValue","FDR","external_gene_name"
"ENSMUSG00000000605",-0.280891148324559,4.74152503016537,0.396840938287541,1,"Clcn4"
"ENSMUSG00000000628",-0.0811703769506823,4.8743493313009,0.90799041915397,1,"Hk2"
"ENSMUSG00000000631",0.00218836980862057,5.48163369685743,0.99495971968126,1,"Myo18a"
"ENSMUSG00000000632",0.514594994307146,4.60894092393479,0.325576132439572,1,"Sez6"
"ENSMUSG00000000673",0.115950749570097,0.388290781928348,1,1,"Haao"
"ENSMUSG00000000686",0.0192690774953716,0.861896549559755,1,1,"Abhd15"
"ENSMUSG00000000690",2.84124432878626,4.82286696352518,0.015825138088832,1,"Hoxb6"
"ENSMUSG00000000693",1.11247612479239,1.92710549527267,0.0156272778590201,1,"Loxl3"
"ENSMUSG00000000708",-0.149570469188505,2.55271263282996,0.73413311249874,1,"Kat2b"
"ENSMUSG00000000711",-0.254505467889971,4.73292484965634,0.506560651411453,1,"Rab5b"
"ENSMUSG00000000732",0.339527205317258,0.318086168448197,0.640380662760524,1,"Icosl"
"ENSMUSG00000000738",-0.204578734986168,3.33166753795148,0.632426935191447,1,"Spg7"
"ENSMUSG00000000740",-0.248714460394693,12.025219535239,0.323998846442967,1,"Rpl13"
"ENSMUSG00000000743",0.0195346608062356,6.08898390157783,0.947443258979366,1,"Chmp1a"
"ENSMUSG00000000751",-0.0715857006091791,5.74203819336453,0.825583850929684,1,"Rpa1"
"ENSMUSG00000000753",-0.17826683050915,0.770888559989303,0.941457042834665,1,"Serpinf1"
"ENSMUSG00000000759",0.140207355714453,3.98606091950758,0.682477835320635,1,"Tubgcp3"
"ENSMUSG00000000776",0.311813047636247,4.08159311673681,0.462607663909725,1,"Polr3d"
"ENSMUSG00000000782",0.0654724469243402,1.37653254768883,0.951221356205057,1,"Tcf7"
"ENSMUSG00000000787",0.408149294826891,5.48469167505648,0.165955753494105,1,"Ddx3x"
"ENSMUSG00000000794",-1.23618278539138,0.737962236798454,0.242477782418594,1,"Kcnn3"
"ENSMUSG00000000804",0.402748894468812,3.60352309518085,0.30143505769352,1,"Usp32"
"ENSMUSG00000000811",0.448831561217713,1.53796837062218,0.365099048060111,1,"Txnrd3"
"ENSMUSG00000000823",-0.0444683749184883,2.32388533016912,0.964986677360535,1,"Zfp512b"
"ENSMUSG00000000826",0.0131851310362502,5.42681789063312,0.962553416444612,1,"Dnajc5"
"ENSMUSG00000000827",0.104403293565413,6.59556652206317,0.693315988139411,1,"Tpd52l2"
"ENSMUSG00000000838",0.0312422722161315,3.86067136787964,0.940658190941369,1,"Fmr1"
"ENSMUSG00000000861",-0.135897726081603,5.08267332057825,0.755439368015086,1,"Bcl11a"
"ENSMUSG00000000876",-0.208250341252655,4.40075114252345,0.479666561781131,1,"Pxmp4"
"ENSMUSG00000000881",0.229534526245651,2.1134811715449,0.740246233957723,1,"Dlg3"
"ENSMUSG00000000884",0.5242926532673,3.15830156869953,0.201928124913216,1,"Gnb1l"
"ENSMUSG00000000901",0.299694956876845,1.28124684920506,0.713838563108021,1,"Mmp11"
"ENSMUSG00000000902",-0.0839695367961782,6.90427040720907,0.749171678865354,1,"Smarcb1"
"ENSMUSG00000000915",0.352182699818784,2.32277502487204,0.455238096063617,1,"Hip1r"
"ENSMUSG00000000916",0.10439724159949,5.37683960101342,0.777268929583669,1,"Nsun5"
"ENSMUSG00000000934",0.378212810744312,1.9667746653974,0.411417525001933,1,"Top1mt"
"ENSMUSG00000000938",2.22911145429673,5.27144133107284,0.0780271523770714,1,"Hoxa10"
"ENSMUSG00000000942",-0.95998623046985,1.22038785664047,0.110399805296789,1,"Hoxa4"
"ENSMUSG00000000948",0.400380226098517,2.7818024029361,0.480924182752455,1,"Gm38393"
"ENSMUSG00000000957",0.0618789374886594,3.050897875833,0.918134906333996,1,"Mmp14"
"ENSMUSG00000000959",-0.111596337765274,6.27427091660332,0.670332941884489,1,"Oxa1l"
"ENSMUSG00000000976",-0.268702598055718,4.37085985946008,0.367894601970434,1,"Heatr6"
"ENSMUSG00000001016",-0.0470274693334993,6.91201293028864,0.874796732024203,1,"Ilf2"
"ENSMUSG00000001017",0.257170132069836,7.588690175467,0.341687381898715,1,"Chtop"
"ENSMUSG00000001018",0.0549820970413421,6.94039019312637,0.889095470868633,1,"Snapin"
"ENSMUSG00000001020",-0.612814975105713,1.83375794608624,0.272501169433598,1,"S100a4"
"ENSMUSG00000001021",-0.548705721452648,2.9878082974176,0.318795804323502,1,"S100a3"
"ENSMUSG00000001025",1.33336070156348,2.83442734178443,0.206574465455549,1,"S100a6"
"ENSMUSG00000001034",0.297166808094058,4.36568666591473,0.490693795149118,1,"Mapk7"
"ENSMUSG00000001036",0.371286267529607,5.94814217446923,0.483794793057098,1,"Epn2"
"ENSMUSG00000001039",-0.127068368298088,6.16854155960862,0.659133613444413,1,"B9d1"
"ENSMUSG00000001052",0.678995229168856,3.30646494235456,0.106815641956506,1,"Sec24b"
"ENSMUSG00000001053",-0.0480637922576945,1.14258157435436,1,1,"N4bp3"
"ENSMUSG00000001054",-0.0198924617122028,4.18028607510525,0.959201379492735,1,"Rmnd5b"
"ENSMUSG00000001056",-0.0674580802166157,8.34399177541465,0.881955516836123,1,"Nhp2"
"ENSMUSG00000001062",0.315957122027036,2.2872931631563,0.541752186491804,1,"Vps9d1"
"ENSMUSG00000001065",-0.286357979469049,1.86297821201212,0.642440173857108,1,"Zfp276"
"ENSMUSG00000001082",-0.346446905061667,3.56879447296311,0.587623002247637,1,"Mfsd10"
"ENSMUSG00000001089",0.326089368868911,4.96850292053345,0.371457134634161,1,"Luzp1"
"ENSMUSG00000001098",-0.0946639468873619,5.07534713966025,0.745986546500603,1,"Kctd10"
"ENSMUSG00000001100",0.163110549707051,5.70385345571243,0.556545443379231,1,"Poldip2"
"ENSMUSG00000001105",-0.00916813956436738,6.18231719764266,0.981251825267015,1,"Ift20"
"ENSMUSG00000001119",0.599515115019416,0.930635116290194,0.638808516951153,1,"Col6a1"
"ENSMUSG00000001120",0.0487883103154251,3.78479238920429,0.904447462976567,1,"Pcbp3"
"ENSMUSG00000001127",0.0700507883439422,5.31924299706406,0.810456979590645,1,"Araf"
"ENSMUSG00000001128",-0.485082755961776,1.14430043990377,0.477466424613133,1,"Cfp"
"ENSMUSG00000001131",-5.5036699632714,2.00700754350791,4.4381623566928e-07,0.000368415380861963,"Timp1"
"ENSMUSG00000001134",-0.0520377974856556,5.42788107555278,0.861648083694711,1,"Uxt"
"ENSMUSG00000001138",-0.0577186890676981,2.34618928751405,0.917348761598071,1,"Cnnm3"
"ENSMUSG00000001143",-0.302311357671069,4.11866672932493,0.39202826656007,1,"Lman2l"
"ENSMUSG00000001150",0.0950925777229247,3.88401486811654,0.803103767682691,1,"Mcm3ap"
"ENSMUSG00000001151",-0.236427339266891,3.63121955319981,0.480029558375879,1,"Pcnt"
"ENSMUSG00000001155",0.387756168608335,0.175366247917863,0.756480358518395,1,"Ftcd"
"ENSMUSG00000001156",-0.297904999012038,4.18595156395527,0.664731329644695,1,"Mxd1"
"ENSMUSG00000001157",-0.280801095180454,4.92114570493694,0.526665678527529,1,"Gmcl1"
"ENSMUSG00000001158",-0.1823019126234,8.03727096961217,0.486709786805265,1,"Snrnp27"
"ENSMUSG00000001173",-0.206106892212973,2.26866545979375,0.776889699820316,1,"Ocrl"
"ENSMUSG00000001175",-0.103910588843382,10.9483291237774,0.712964686381565,1,"Calm1"
"ENSMUSG00000001211",0.228375803890698,4.71779040816816,0.57420096980279,1,"Agpat3"
"ENSMUSG00000001225",-0.253984291558313,0.444836162816986,0.788129706890639,1,"Slc26a3"
"ENSMUSG00000001228",0.0197626680299128,4.85420655231384,0.973062915187057,1,"Uhrf1"
"ENSMUSG00000001229",0.0444765378756847,3.24344646788354,0.918245453783898,1,"Dpp9"
"ENSMUSG00000001240",0.290668777935315,3.59299841430486,0.463830437163431,1,"Ramp2"
"ENSMUSG00000001248",-0.386345110579141,2.9929997594149,0.398411262604316,1,"Gramd1a"
"ENSMUSG00000001260",0.518891310448276,4.46478756877983,0.217831916338753,1,"Gabrg1"
"ENSMUSG00000001270",-0.25812402226846,13.6138265180872,0.364392919425737,1,"Ckb"
"ENSMUSG00000001280",-0.173744957510267,4.98379651567742,0.599948238789063,1,"Sp1"
"ENSMUSG00000001285",0.0934026902940574,5.63995643094494,0.794303010084093,1,"Myg1"
"ENSMUSG00000001288",-0.865468006435639,1.34458214484729,0.10671840160829,1,"Rarg"
"ENSMUSG00000001289",-0.209933248314653,8.5401133696044,0.421160848780411,1,"Pfdn5"
"ENSMUSG00000001305",0.120946834911085,5.17842788863073,0.825274238513019,1,"Rrp15"
"ENSMUSG00000001313",-0.746392815266823,4.95921312843546,0.0890231964421422,1,"Rnd2"
"ENSMUSG00000001323",0.271259416793016,5.26959490711645,0.493888856511541,1,"Srr"
"ENSMUSG00000001334",1.70739406206323,3.00622556289783,0.225469260834087,1,"Fndc5"
"ENSMUSG00000001366",0.408932987299372,3.62023477136217,0.21255465033563,1,"Fbxo9"
"ENSMUSG00000001376",-0.14660027907644,3.7721760701007,0.727721190600191,1,"Vps50"
"ENSMUSG00000001380",0.0646618745954722,5.87088948753617,0.854637430114147,1,"Hars"
"ENSMUSG00000001383",-0.247703762901652,7.53250145300817,0.36669449672533,1,"Zmat2"
"ENSMUSG00000001403",-0.163475811544665,8.59377199318676,0.665942754658399,1,"Ube2c"
"ENSMUSG00000001415",0.365178650391232,5.06269400165801,0.237706010171554,1,"Smg5"
"ENSMUSG00000001416",0.208581633545453,7.89102991578396,0.573856134267168,1,"Cct3"
"ENSMUSG00000001418",-0.0318245418467925,6.71664648493295,0.902002237324898,1,"Glmp"
"ENSMUSG00000001419",0.120517755175109,3.78647874434661,0.719110064887592,1,"Mef2d"
"ENSMUSG00000001420",-0.240944549186352,2.20415672240589,0.609194660244863,1,"Tmem79"
"ENSMUSG00000001424",0.0651303989054396,5.83581728533161,0.83594498581564,1,"Snd1"
"ENSMUSG00000001435",1.40768756096463,2.94096317381198,0.0119227884816635,0.92595356045719,"Col18a1"
"ENSMUSG00000001436",0.259294252802611,3.25754233618789,0.604487758713192,1,"Slc19a1"
"ENSMUSG00000001440",0.165139834991642,7.11033748319503,0.657270263564779,1,"Kpnb1"
"ENSMUSG00000001441",0.0791058356788727,6.43931159864337,0.773437512822648,1,"Npepps"
"ENSMUSG00000001445",0.0545086438424843,5.91221526262085,0.834077836122456,1,"Mrpl10"
"ENSMUSG00000001467",-0.0417741033261792,6.93585353735993,0.908672311266401,1,"Cyp51"
"ENSMUSG00000001472",-0.173653734614718,6.64389555126664,0.54626289352968,1,"Tcf25"
"ENSMUSG00000001473",-0.0664497605193722,6.82041626434758,0.919889386862214,1,"Tubb6"
"ENSMUSG00000001482",0.410780224517853,3.48900453988505,0.27310709057418,1,"Def8"
"ENSMUSG00000001493",-0.902820555392667,0.674285898396415,0.55448457430768,1,"Meox1"
"ENSMUSG00000001497",-0.270243734301125,3.03325675350256,0.502635636809257,1,"Pax9"
"ENSMUSG00000001504",-0.551759336745372,1.5255051122188,0.222636397187648,1,"Irx2"
"ENSMUSG00000001506",0.234414866837305,0.74507218525982,0.888103129046412,1,"Col1a1"
"ENSMUSG00000001508",1.11261038791151,0.170834172012598,0.109394502249269,1,"Sgca"
"ENSMUSG00000001517",0.1932525553363,3.43510465355889,0.658013865943539,1,"Foxm1"
"ENSMUSG00000001518",-0.179135508778114,5.47195099215718,0.586690502486149,1,"Itfg2"
"ENSMUSG00000001520",-0.342984104845034,2.63698515718831,0.360210289429992,1,"Nrip2"
"ENSMUSG00000001521",-0.163990912040236,5.09451283123559,0.685457865480525,1,"Tulp3"
"ENSMUSG00000001524",-0.0173295210884191,4.38453055074698,0.966601526420964,1,"Gtf2h4"
"ENSMUSG00000001525",-0.12696110464366,10.3438614973028,0.731772553883898,1,"Tubb5"
"ENSMUSG00000001542",-0.731901792413941,2.63187545955721,0.0504821272251999,1,"Ell2"
"ENSMUSG00000001552",-0.873665710581045,3.3598861550811,0.0207748001168026,1,"Jup"
"ENSMUSG00000001555",-0.75299868537261,4.25279907226888,0.265160950846201,1,"Fkbp10"
"ENSMUSG00000001569",0.215918871717787,5.4591619869951,0.538606207829968,1,"Nom1"
"ENSMUSG00000001576",0.134766687634074,5.78722002049365,0.775630641473372,1,"Ergic1"
"ENSMUSG00000001604",-0.283951021728492,1.41531046604776,0.69388770667879,1,"Tcea3"
"ENSMUSG00000001627",0.498556065034572,5.2341818003617,0.41670607736224,1,"Ifrd1"
"ENSMUSG00000001630",0.30254394216755,4.53470591270608,0.299359693032612,1,"Stk38l"
"ENSMUSG00000001632",0.0870702872121116,2.95452853813071,0.798216035610447,1,"Brpf1"
"ENSMUSG00000001642",0.0172266308963212,6.78856691052056,0.966658927813368,1,"Akr1b3"
"ENSMUSG00000001657",9.3546495018576,4.76707303739948,2.47104772713563e-36,3.07052390573874e-32,"Hoxc8"
"ENSMUSG00000001661",9.65974451081057,3.28856573522968,2.02498600884301e-15,6.29061903647081e-12,"Hoxc6"
"ENSMUSG00000001663",0.412749013736709,2.11772643131642,0.695607371869153,1,"Gstt1"
"ENSMUSG00000001665",0.149094752755301,3.2987761779045,0.816745245233213,1,"Gstt3"
"ENSMUSG00000001666",-0.395165814305236,6.92183150378011,0.342645031448264,1,"Ddt"
"ENSMUSG00000001674",0.193082037195094,6.50684685124189,0.68353210950596,1,"Ddx18"
"ENSMUSG00000001687",0.2341110667972,4.39407331749133,0.472420595680059,1,"Ubl3"
"ENSMUSG00000001700",-0.134990605994562,3.90056055114776,0.722652232482626,1,"Gramd3"
"ENSMUSG00000001707",0.488995433314995,6.61469826230866,0.374525469863377,1,"Eef1e1"
"ENSMUSG00000001729",0.380195602003682,4.22464426207056,0.26189127858326,1,"Akt1"
"ENSMUSG00000001750",0.214031715863229,1.27281530521809,0.774589605281401,1,"Tcirg1"
"ENSMUSG00000001751",-0.26106156033883,2.44269191873217,0.541873077272211,1,"Naglu"
"ENSMUSG00000001755",-0.0742965859304979,4.91652975644275,0.8302367002383,1,"Coasy"
"ENSMUSG00000001761",0.178660752840434,5.52592657464994,0.547986408817129,1,"Smo"
"ENSMUSG00000001763",-0.0608383487990218,2.94829742177668,0.92185678849603,1,"Tspan33"
"ENSMUSG00000001767",-0.0860913786200472,5.03986802396381,0.766028556205702,1,"Crnkl1"
"ENSMUSG00000001768",-0.87860692117927,3.92365060304619,0.176445044332767,1,"Rin2"
"ENSMUSG00000001773",0.779312896804252,0.614513688129934,0.37430206056236,1,"Folh1"
"ENSMUSG00000001774",0.168556885078284,6.151010550074,0.584845305451323,1,"Chordc1"
"ENSMUSG00000001783",0.249505447549326,7.18087182385191,0.435154793302661,1,"Rtcb"
"ENSMUSG00000001785",0.315480744167095,5.5657428650081,0.367765435895093,1,"Pwp1"
"ENSMUSG00000001786",-0.0897957814330286,3.49793359964478,0.833223447147595,1,"Fbxo7"
"ENSMUSG00000001794",-0.114471534935738,6.18859098335335,0.680801017284977,1,"Capns1"
"ENSMUSG00000001802",0.545038980525876,2.38575937320212,0.190362867593909,1,"Lrp3"
"ENSMUSG00000001829",0.0415857261859413,5.02891845966397,0.898392964809062,1,"Clpb"
"ENSMUSG00000001833",-0.0770184856345453,8.21732145599348,0.822102477518484,1,"Sept7"
"ENSMUSG00000001844",0.0820373755458979,6.14985459984911,0.756013712448881,1,"Zdhhc4"
"ENSMUSG00000001847",0.179969501461297,5.90854170480929,0.513991885758967,1,"Rac1"
"ENSMUSG00000001855",0.247534998747593,4.31905366893828,0.492907014375452,1,"Nup214"
"ENSMUSG00000001864",-0.400441482520934,5.94810138109116,0.265576457325959,1,"Aif1l"
"ENSMUSG00000001870",0.207987416441116,2.39406131794875,0.626937395251728,1,"Ltbp1"
"ENSMUSG00000001891",-0.300199877715786,6.22615297961508,0.373334852109627,1,"Ugp2"
"ENSMUSG00000001909",0.0548209741048902,5.47348094789632,0.853317778097047,1,"Trmt1"
"ENSMUSG00000001910",0.256414379041287,4.76105347167203,0.371946248050441,1,"Nacc1"
"ENSMUSG00000001911",-0.0329314516194418,7.28342287081897,0.936105513925285,1,"Nfix"
"ENSMUSG00000001918",0.305647016635002,2.13377010584437,0.510636644511215,1,"Slc1a5"
"ENSMUSG00000001924",0.0921759294350449,7.30638250728108,0.716102136652292,1,"Uba1"
"ENSMUSG00000001942",0.00739087142632977,4.06800346899589,1,1,"Siae"
"ENSMUSG00000001948",-0.360861872877466,3.32675899222145,0.424036124827012,1,"Spa17"
"ENSMUSG00000001962",-0.0120178873720391,5.62800255133158,0.975597277922096,1,"Fam50a"
"ENSMUSG00000001964",0.0742597428463867,5.73485189950562,0.830948646364152,1,"Emd"
"ENSMUSG00000001983",0.170525212004669,3.62616595187555,0.590464775185049,1,"Taco1"
"ENSMUSG00000001986",0.674377025819334,3.08680859934601,0.257120153120373,1,"Gria3"
"ENSMUSG00000001995",0.906617236384638,3.18624855624409,0.131252025992156,1,"Sipa1l2"
"ENSMUSG00000001998",-0.19364895658479,2.453890137738,0.675336141557236,1,"Ap4e1"
"ENSMUSG00000001999",0.163005673825718,4.96471939137443,0.646540572470722,1,"Blvra"
"ENSMUSG00000002006",0.4815036938058,0.668185485829637,0.478052829767961,1,"Pdzd4"
"ENSMUSG00000002010",0.00950520946956494,7.12347071846174,0.971813784207051,1,"Idh3g"
"ENSMUSG00000002012",-0.0659886812602418,0.310551075427536,1,1,"Pnck"
"ENSMUSG00000002014",-0.300090893644963,7.76024669272434,0.289378129373293,1,"Ssr4"
"ENSMUSG00000002015",-0.0693204723328512,7.31777483263925,0.814249900449823,1,"Bcap31"
"ENSMUSG00000002017",0.0877748538179098,4.42371454051666,0.807525081678067,1,"Fam98a"
"ENSMUSG00000002028",0.138825997994607,4.46861717398797,0.658901707767457,1,"Kmt2a"
"ENSMUSG00000002031",0.23814491731175,5.64305122339165,0.467078587271059,1,"Ift46"
"ENSMUSG00000002043",-0.306673375837816,5.46021335570882,0.267566662900941,1,"Trappc6a"
"ENSMUSG00000002052",0.217863512985476,5.33423155254717,0.477677534550258,1,"Supt6"
"ENSMUSG00000002055",-0.126058428178477,3.56561075687311,0.754610581333715,1,"Spag5"
"ENSMUSG00000002058",-0.132208087764731,4.08447196253533,0.711392660996893,1,"Unc119"
"ENSMUSG00000002059",-0.111797335218762,4.85817429358051,0.776647014686296,1,"Rab34"
"ENSMUSG00000002064",0.0411098674712346,7.38264547153745,0.876149944792154,1,"Sdf2"
"ENSMUSG00000002068",0.352828910917628,4.04696450566893,0.585167286849527,1,"Ccne1"
"ENSMUSG00000002083",0.0773488500877881,3.21971236534867,0.878188286085399,1,"Bbc3"
"ENSMUSG00000002102",-0.129399442170359,7.6940254528945,0.634008894717949,1,"Psmc3"
"ENSMUSG00000002103",-0.0582890438001958,5.29400026145535,0.857993699653393,1,"Acp2"
"ENSMUSG00000002105",-0.183657412974094,3.20434449428,0.591124965258936,1,"Slc39a13"
"ENSMUSG00000002107",-0.483355817065066,5.24036823791498,0.176598335496646,1,"Celf2"
"ENSMUSG00000002108",-0.218891900366928,1.02329275256419,0.719878746500407,1,"Nr1h3"
"ENSMUSG00000002109",-0.2284522213166,2.04507993315239,0.665354646025817,1,"Ddb2"
"ENSMUSG00000002129",-0.183606118498522,5.37506511115559,0.570622841823411,1,"Sf3a1"
"ENSMUSG00000002205",-0.0785495402987945,5.41420715350724,0.786558138956195,1,"Vrk3"
"ENSMUSG00000002210",-0.0230221262474692,3.42860671643465,0.98041040290466,1,"Smg9"
"ENSMUSG00000002221",-0.369275460104119,4.91609411265623,0.419055754833502,1,"Paxip1"
"ENSMUSG00000002222",0.281228343707089,5.2791972839936,0.380153179465184,1,"Rmnd5a"
"ENSMUSG00000002227",-0.0309584854600688,1.72604682877939,1,1,"Mov10"
"ENSMUSG00000002233",-0.0621349211900157,6.65442148992583,0.871229593613285,1,"Rhoc"
"ENSMUSG00000002249",-0.452960393956683,1.56947004247628,0.450827379824326,1,"Tead3"
"ENSMUSG00000002250",-0.0549745221981961,2.45698714475349,0.932123723770297,1,"Ppard"
"ENSMUSG00000002265",-0.190441222455431,4.72574520234147,0.588491185436517,1,"Peg3"
"ENSMUSG00000002274",0.230746410633231,6.04615851386802,0.42800456438497,1,"Metrn"
"ENSMUSG00000002279",-0.041107283490217,4.65582412222007,0.895572911587335,1,"Lmf1"
"ENSMUSG00000002280",-0.0362184163286119,3.53569809529939,0.924073395575068,1,"Narfl"
"ENSMUSG00000002297",-0.218189303124797,4.23061664429202,0.634990669093219,1,"Dbf4"
"ENSMUSG00000002307",0.0456440289203558,4.52449069478431,0.88414973314376,1,"Daxx"
"ENSMUSG00000002308",-0.0263571937763779,5.32105640985948,0.940825363353026,1,"Cd320"
"ENSMUSG00000002319",0.223199171789462,4.5342138332223,0.650873313829168,1,"Ipo4"
"ENSMUSG00000002320",-0.0135363332760162,6.07252123307502,0.972832782738208,1,"Tm9sf1"
"ENSMUSG00000002325",1.08411008854416,1.15426440655863,0.0385616237602803,1,"Irf9"
"ENSMUSG00000002326",-0.0219457724448012,4.92296698555247,0.955209623589603,1,"Gmpr2"
"ENSMUSG00000002329",-0.19719383454084,5.88679533587689,0.44244705351522,1,"Mdp1"
"ENSMUSG00000002332",0.137503306123227,5.97737815480102,0.652863043166634,1,"Dhrs1"
"ENSMUSG00000002341",0.16141156964951,7.02557490168887,0.756575820320106,1,"Ncan"
"ENSMUSG00000002342",0.0632727885402944,4.94760865728839,0.827086604579546,1,"Tmem161a"
"ENSMUSG00000002343",0.316291348104314,3.80275233316675,0.383087764530371,1,"Armc6"
"ENSMUSG00000002345",-0.106288831618586,5.97694923837313,0.70901262566139,1,"Borcs8"
"ENSMUSG00000002346",0.291332503141743,2.72020267735963,0.773620268576546,1,"Slc25a42"
