ensembl_gene_id	entrezgene
ENSMUSG00000070902	236537
ENSMUSG00000002633	20423
ENSMUSG00000114831	NA
ENSMUSG00000115506	NA
ENSMUSG00000014245	327942
ENSMUSG00000068794	213945
ENSMUSG00000099871	NA
ENSMUSG00000104587	NA
ENSMUSG00000089729	NA
ENSMUSG00000042246	209760
ENSMUSG00000115620	NA
ENSMUSG00000115105	NA
ENSMUSG00000029909	67690
ENSMUSG00000111521	NA
ENSMUSG00000114613	NA
ENSMUSG00000115721	NA
ENSMUSG00000111128	NA
ENSMUSG00000117115	NA
ENSMUSG00000094066	545611
ENSMUSG00000032085	21345
ENSMUSG00000090307	73504
ENSMUSG00000054874	104401
ENSMUSG00000042888	76627
ENSMUSG00000021345	19112
ENSMUSG00000034432	108679
ENSMUSG00000095258	NA
ENSMUSG00000096476	NA
ENSMUSG00000110093	NA
ENSMUSG00000109051	NA
ENSMUSG00000102773	NA
ENSMUSG00000018501	20185
ENSMUSG00000064201	16681
ENSMUSG00000109507	NA
ENSMUSG00000103834	NA
ENSMUSG00000100011	NA
ENSMUSG00000094814	NA
ENSMUSG00000021947	68631
ENSMUSG00000109068	NA
ENSMUSG00000047409	69274
ENSMUSG00000052512	78286
ENSMUSG00000035642	66273
ENSMUSG00000089678	268782
ENSMUSG00000021732	14165
ENSMUSG00000099635	NA
ENSMUSG00000033644	57746
ENSMUSG00000042790	235315
ENSMUSG00000086709	NA
ENSMUSG00000029823	192196
ENSMUSG00000104347	NA
ENSMUSG00000117221	NA
ENSMUSG00000028249	53378
ENSMUSG00000070382	258236
ENSMUSG00000102987	NA
ENSMUSG00000114321	NA
ENSMUSG00000102866	NA
ENSMUSG00000114952	NA
ENSMUSG00000092406	NA
ENSMUSG00000024621	12978
ENSMUSG00000097744	NA
ENSMUSG00000015468	18132
ENSMUSG00000102504	NA
ENSMUSG00000117198	NA
ENSMUSG00000117276	NA
ENSMUSG00000100959	NA
ENSMUSG00000115538	NA
ENSMUSG00000117315	NA
ENSMUSG00000005268	19116
ENSMUSG00000108524	NA
ENSMUSG00000110041	NA
ENSMUSG00000061984	259008
ENSMUSG00000024653	22287
ENSMUSG00000107678	NA
ENSMUSG00000025940	70397
ENSMUSG00000045521	22115
ENSMUSG00000038491	NA
ENSMUSG00000022832	76378
ENSMUSG00000102325	NA
ENSMUSG00000117064	NA
ENSMUSG00000085277	NA
ENSMUSG00000030787	114332
ENSMUSG00000054885	NA
ENSMUSG00000109214	NA
ENSMUSG00000066270	NA
ENSMUSG00000094686	18829
ENSMUSG00000087041	NA
ENSMUSG00000049848	319930
ENSMUSG00000029480	208144
ENSMUSG00000022296	118452
ENSMUSG00000115232	NA
ENSMUSG00000086119	NA
ENSMUSG00000092268	NA
ENSMUSG00000090534	NA
ENSMUSG00000068947	236509
ENSMUSG00000111725	NA
ENSMUSG00000101297	NA
ENSMUSG00000064120	56738
ENSMUSG00000114994	NA
ENSMUSG00000111712	NA
ENSMUSG00000108847	NA
ENSMUSG00000100059	NA
ENSMUSG00000108671	NA
ENSMUSG00000061517	223227
ENSMUSG00000110913	NA
ENSMUSG00000099464	NA
ENSMUSG00000038973	74276
ENSMUSG00000112317	NA
ENSMUSG00000112550	NA
ENSMUSG00000039115	104099
ENSMUSG00000019861	94221
ENSMUSG00000063594	14709
ENSMUSG00000041323	78801
ENSMUSG00000007837	65116
ENSMUSG00000024205	NA
ENSMUSG00000095139	18992
ENSMUSG00000017631	109934
ENSMUSG00000108305	NA
ENSMUSG00000024440	53601
ENSMUSG00000038902	229584
ENSMUSG00000049553	20019
ENSMUSG00000085910	NA
ENSMUSG00000008668	20084
ENSMUSG00000071005	24047
ENSMUSG00000107859	NA
ENSMUSG00000081810	NA
ENSMUSG00000081770	NA
ENSMUSG00000092109	668814
ENSMUSG00000060317	209186
ENSMUSG00000109329	NA
ENSMUSG00000116537	NA
ENSMUSG00000082235	NA
ENSMUSG00000113265	NA
ENSMUSG00000083514	NA
ENSMUSG00000113026	NA
ENSMUSG00000080762	NA
ENSMUSG00000049094	545417
ENSMUSG00000113820	NA
ENSMUSG00000115258	NA
ENSMUSG00000081525	NA
ENSMUSG00000028244	NA
ENSMUSG00000091705	15013
ENSMUSG00000085193	NA
ENSMUSG00000099911	73306
ENSMUSG00000078722	NA
ENSMUSG00000113293	NA
ENSMUSG00000115515	NA
ENSMUSG00000110876	NA
ENSMUSG00000032252	93683
ENSMUSG00000114291	NA
ENSMUSG00000081153	NA
ENSMUSG00000054136	223780
ENSMUSG00000096997	NA
ENSMUSG00000117224	NA
ENSMUSG00000033831	110135
ENSMUSG00000111260	NA
ENSMUSG00000078721	433698
ENSMUSG00000087098	NA
ENSMUSG00000041837	50996
ENSMUSG00000114563	NA
ENSMUSG00000082725	NA
ENSMUSG00000103790	NA
ENSMUSG00000115070	NA
ENSMUSG00000083785	NA
ENSMUSG00000116635	NA
ENSMUSG00000117166	NA
ENSMUSG00000100974	NA
ENSMUSG00000100496	NA
ENSMUSG00000116883	NA
ENSMUSG00000024622	106894
ENSMUSG00000101675	NA
ENSMUSG00000049018	258371
ENSMUSG00000110996	NA
ENSMUSG00000026941	381352
ENSMUSG00000113157	NA
ENSMUSG00000076695	NA
ENSMUSG00000114129	NA
ENSMUSG00000111235	NA
ENSMUSG00000097875	NA
ENSMUSG00000024991	13669
ENSMUSG00000100499	NA
ENSMUSG00000022297	14368
ENSMUSG00000069441	13510
ENSMUSG00000102806	NA
ENSMUSG00000021192	27277
ENSMUSG00000109342	NA
ENSMUSG00000109558	NA
ENSMUSG00000100256	NA
ENSMUSG00000048697	171190
ENSMUSG00000030556	67867
ENSMUSG00000015291	14567
ENSMUSG00000096410	NA
ENSMUSG00000113943	NA
ENSMUSG00000083371	NA
ENSMUSG00000110156	105246846
ENSMUSG00000083203	NA
ENSMUSG00000106974	NA
ENSMUSG00000109671	NA
ENSMUSG00000107380	NA
ENSMUSG00000020698	12467
ENSMUSG00000081238	NA
ENSMUSG00000101003	NA
ENSMUSG00000102753	NA
ENSMUSG00000069855	380701
ENSMUSG00000040040	21821
ENSMUSG00000024826	19708
ENSMUSG00000081698	NA
ENSMUSG00000042078	68666
ENSMUSG00000114868	NA
ENSMUSG00000048304	386750
ENSMUSG00000101093	NA
ENSMUSG00000114736	NA
ENSMUSG00000109203	NA
ENSMUSG00000094488	259010
ENSMUSG00000084208	NA
ENSMUSG00000022613	56727
ENSMUSG00000037028	NA
ENSMUSG00000107520	NA
ENSMUSG00000111438	NA
ENSMUSG00000086927	329797
ENSMUSG00000108950	NA
ENSMUSG00000074903	NA
ENSMUSG00000111413	NA
ENSMUSG00000070890	332923
ENSMUSG00000096773	258147
ENSMUSG00000021944	14463
ENSMUSG00000046716	171263
ENSMUSG00000111867	NA
ENSMUSG00000102148	NA
ENSMUSG00000111249	NA
ENSMUSG00000025759	72175
ENSMUSG00000100676	NA
ENSMUSG00000101539	NA
ENSMUSG00000111192	NA
ENSMUSG00000111146	NA
ENSMUSG00000102006	NA
ENSMUSG00000052154	NA
ENSMUSG00000078626	NA
ENSMUSG00000003527	27886
ENSMUSG00000004393	52513
ENSMUSG00000036087	75991
ENSMUSG00000102488	NA
ENSMUSG00000048004	217951
ENSMUSG00000081943	NA
ENSMUSG00000089975	NA
ENSMUSG00000026103	14660
ENSMUSG00000020961	108800
ENSMUSG00000029130	56874
ENSMUSG00000034783	246278
ENSMUSG00000083584	NA
ENSMUSG00000029772	74340
ENSMUSG00000078625	381536
ENSMUSG00000097133	NA
ENSMUSG00000100935	NA
ENSMUSG00000005202	20415
ENSMUSG00000099801	NA
ENSMUSG00000036504	75454
ENSMUSG00000110725	NA
ENSMUSG00000100913	NA
ENSMUSG00000098707	NA
ENSMUSG00000111244	NA
ENSMUSG00000090690	NA
ENSMUSG00000099960	NA
ENSMUSG00000029592	100756
ENSMUSG00000084202	NA
ENSMUSG00000050840	23836
ENSMUSG00000082264	NA
ENSMUSG00000101394	NA
ENSMUSG00000110984	NA
ENSMUSG00000080756	NA
ENSMUSG00000082517	NA
ENSMUSG00000089800	NA
ENSMUSG00000107008	NA
ENSMUSG00000100700	NA
ENSMUSG00000111022	NA
ENSMUSG00000035266	191578
ENSMUSG00000070960	NA
ENSMUSG00000015854	11801
ENSMUSG00000042784	17829
ENSMUSG00000110784	NA
ENSMUSG00000082159	NA
ENSMUSG00000101066	NA
ENSMUSG00000081173	NA
ENSMUSG00000086349	NA
ENSMUSG00000027998	53317
ENSMUSG00000037818	269423
ENSMUSG00000095852	100042874
ENSMUSG00000086523	NA
ENSMUSG00000051156	258342
ENSMUSG00000117804	621699
ENSMUSG00000090722	NA
ENSMUSG00000024654	66514
ENSMUSG00000102398	NA
ENSMUSG00000086007	73375
ENSMUSG00000086689	NA
ENSMUSG00000097670	NA
ENSMUSG00000107305	NA
ENSMUSG00000058741	623131
ENSMUSG00000009030	67466
ENSMUSG00000071419	NA
ENSMUSG00000051367	20471
ENSMUSG00000097604	NA
ENSMUSG00000100640	NA
ENSMUSG00000034825	78593
ENSMUSG00000103263	NA
ENSMUSG00000095761	NA
ENSMUSG00000032323	13070
ENSMUSG00000040856	13386
ENSMUSG00000103060	NA
ENSMUSG00000102820	NA
ENSMUSG00000100628	NA
ENSMUSG00000089866	NA
ENSMUSG00000102916	NA
ENSMUSG00000100989	NA
ENSMUSG00000103991	NA
ENSMUSG00000100145	NA
ENSMUSG00000103428	NA
ENSMUSG00000094658	19657
ENSMUSG00000085794	NA
ENSMUSG00000086251	NA
ENSMUSG00000043843	330485
ENSMUSG00000047021	241116
ENSMUSG00000102362	NA
ENSMUSG00000052767	NA
ENSMUSG00000081030	NA
ENSMUSG00000024658	NA
ENSMUSG00000030838	72088
ENSMUSG00000073915	259099
ENSMUSG00000095318	NA
ENSMUSG00000093382	NA
ENSMUSG00000087622	NA
ENSMUSG00000108942	NA
ENSMUSG00000081828	NA
ENSMUSG00000086486	NA
ENSMUSG00000034777	24113
ENSMUSG00000100912	NA
ENSMUSG00000079628	664608
ENSMUSG00000083915	NA
ENSMUSG00000093666	NA
ENSMUSG00000025779	17087
ENSMUSG00000005611	17540
ENSMUSG00000073914	258355
ENSMUSG00000107265	NA
ENSMUSG00000116125	NA
ENSMUSG00000000489	18591
ENSMUSG00000062077	58522
ENSMUSG00000082569	NA
ENSMUSG00000027162	22343
ENSMUSG00000086203	NA
ENSMUSG00000081563	NA
ENSMUSG00000081622	NA
ENSMUSG00000059610	257962
ENSMUSG00000111221	NA
ENSMUSG00000103266	NA
ENSMUSG00000087203	NA
ENSMUSG00000099451	NA
ENSMUSG00000089810	NA
ENSMUSG00000104180	NA
ENSMUSG00000044339	231642
ENSMUSG00000035382	18554
ENSMUSG00000031297	11989
ENSMUSG00000086221	73938
ENSMUSG00000118077	NA
ENSMUSG00000094153	NA
ENSMUSG00000035765	69190
ENSMUSG00000110042	NA
ENSMUSG00000092427	NA
ENSMUSG00000038860	99326
ENSMUSG00000073418	12268
ENSMUSG00000094898	171255
ENSMUSG00000115027	171244
ENSMUSG00000082502	NA
ENSMUSG00000082622	NA
ENSMUSG00000028318	64424
ENSMUSG00000094002	NA
ENSMUSG00000068117	74369
ENSMUSG00000084414	NA
ENSMUSG00000025246	21372
ENSMUSG00000117099	NA
ENSMUSG00000033453	235130
ENSMUSG00000058132	171268
ENSMUSG00000105514	NA
ENSMUSG00000101901	NA
ENSMUSG00000106484	NA
ENSMUSG00000004341	75512
ENSMUSG00000082804	NA
ENSMUSG00000093560	NA
ENSMUSG00000053702	74103
ENSMUSG00000107530	NA
ENSMUSG00000040632	18185
ENSMUSG00000109676	NA
ENSMUSG00000073913	258753
ENSMUSG00000016763	64706
ENSMUSG00000028438	109242
ENSMUSG00000111280	NA
ENSMUSG00000032098	58866
ENSMUSG00000093743	NA
ENSMUSG00000027792	12038
ENSMUSG00000043017	19222
ENSMUSG00000093401	NA
ENSMUSG00000109975	NA
ENSMUSG00000108957	NA
ENSMUSG00000071276	NA
ENSMUSG00000038080	218214
ENSMUSG00000055194	238880
ENSMUSG00000089653	NA
ENSMUSG00000105657	NA
ENSMUSG00000066804	171243
ENSMUSG00000091422	70896
ENSMUSG00000109972	NA
ENSMUSG00000117169	NA
ENSMUSG00000093708	NA
ENSMUSG00000071275	321020
ENSMUSG00000028331	74753
ENSMUSG00000107521	NA
ENSMUSG00000110293	NA
ENSMUSG00000019256	11622
ENSMUSG00000066803	171267
ENSMUSG00000040146	71746
ENSMUSG00000093731	NA
ENSMUSG00000035203	13854
ENSMUSG00000090075	NA
ENSMUSG00000030498	14453
ENSMUSG00000040511	52118
ENSMUSG00000096029	259046
ENSMUSG00000117068	NA
ENSMUSG00000113498	NA
ENSMUSG00000047759	15478
ENSMUSG00000056394	16881
ENSMUSG00000083767	NA
ENSMUSG00000071428	171206
ENSMUSG00000113483	NA
ENSMUSG00000021819	268721
ENSMUSG00000113765	NA
ENSMUSG00000114097	NA
ENSMUSG00000100431	NA
ENSMUSG00000079962	NA
ENSMUSG00000081876	NA
ENSMUSG00000102085	NA
ENSMUSG00000109083	NA
ENSMUSG00000094706	108168176
ENSMUSG00000097480	NA
ENSMUSG00000044757	NA
ENSMUSG00000100454	NA
ENSMUSG00000100353	NA
ENSMUSG00000083407	NA
ENSMUSG00000101540	NA
ENSMUSG00000116212	NA
ENSMUSG00000038624	66650
ENSMUSG00000001507	16400
ENSMUSG00000059994	229499
ENSMUSG00000111532	NA
ENSMUSG00000111199	NA
ENSMUSG00000063145	72569
ENSMUSG00000058542	NA
ENSMUSG00000034377	68842
ENSMUSG00000082876	NA
ENSMUSG00000109890	102688
ENSMUSG00000084179	NA
ENSMUSG00000100395	NA
ENSMUSG00000110135	NA
ENSMUSG00000102227	NA
ENSMUSG00000111388	NA
ENSMUSG00000081756	NA
ENSMUSG00000082416	NA
ENSMUSG00000097736	NA
ENSMUSG00000066116	NA
ENSMUSG00000089886	NA
ENSMUSG00000025050	71041
ENSMUSG00000111364	NA
ENSMUSG00000021376	22017
ENSMUSG00000110141	NA
ENSMUSG00000025128	59058
ENSMUSG00000111143	NA
ENSMUSG00000032849	239273
ENSMUSG00000048537	102693
ENSMUSG00000100762	NA
ENSMUSG00000113209	NA
ENSMUSG00000062929	12632
ENSMUSG00000032086	23821
ENSMUSG00000059588	54598
ENSMUSG00000080763	NA
ENSMUSG00000055571	258609
ENSMUSG00000111750	NA
ENSMUSG00000098217	NA
ENSMUSG00000081262	NA
ENSMUSG00000019178	76571
ENSMUSG00000019489	21948
ENSMUSG00000074619	NA
ENSMUSG00000111157	NA
ENSMUSG00000002108	22259
ENSMUSG00000052407	320226
ENSMUSG00000074620	NA
ENSMUSG00000092118	100040608
ENSMUSG00000082006	NA
ENSMUSG00000107892	NA
ENSMUSG00000100236	NA
ENSMUSG00000048919	258421
ENSMUSG00000107524	NA
ENSMUSG00000081277	NA
ENSMUSG00000107741	NA
ENSMUSG00000111761	NA
ENSMUSG00000053716	235584
ENSMUSG00000005824	50930
ENSMUSG00000086201	NA
ENSMUSG00000111232	NA
ENSMUSG00000111667	NA
ENSMUSG00000110826	NA
ENSMUSG00000111702	NA
ENSMUSG00000082258	NA
ENSMUSG00000086918	NA
ENSMUSG00000111809	NA
ENSMUSG00000016552	239554
ENSMUSG00000102131	108168608
ENSMUSG00000096584	258722
ENSMUSG00000086490	NA
ENSMUSG00000094699	NA
ENSMUSG00000096937	NA
ENSMUSG00000111512	NA
ENSMUSG00000113741	NA
ENSMUSG00000097583	NA
ENSMUSG00000085290	NA
ENSMUSG00000097012	NA
ENSMUSG00000090131	NA
ENSMUSG00000113580	NA
ENSMUSG00000085845	NA
ENSMUSG00000094119	545985
ENSMUSG00000092565	NA
ENSMUSG00000049149	258980
ENSMUSG00000092581	NA
ENSMUSG00000069268	319180
ENSMUSG00000107359	NA
ENSMUSG00000111827	NA
ENSMUSG00000085100	NA
ENSMUSG00000111092	NA
ENSMUSG00000034898	70598
ENSMUSG00000027016	241494
ENSMUSG00000086228	208080
ENSMUSG00000068259	258380
ENSMUSG00000036834	269437
ENSMUSG00000100566	NA
ENSMUSG00000021346	74188
ENSMUSG00000055312	74088
ENSMUSG00000081982	NA
ENSMUSG00000030393	22775
ENSMUSG00000071478	319165
ENSMUSG00000110487	NA
ENSMUSG00000070604	75690
ENSMUSG00000048232	269529
ENSMUSG00000110993	NA
ENSMUSG00000039342	319695
ENSMUSG00000042138	235184
ENSMUSG00000099583	319149
ENSMUSG00000075201	258570
ENSMUSG00000115622	NA
ENSMUSG00000101813	NA
ENSMUSG00000117481	NA
ENSMUSG00000115778	NA
ENSMUSG00000101840	NA
ENSMUSG00000091071	NA
ENSMUSG00000087160	NA
ENSMUSG00000082661	NA
ENSMUSG00000040618	74551
ENSMUSG00000026204	19275
ENSMUSG00000023906	54419
ENSMUSG00000099759	69513
ENSMUSG00000080785	NA
ENSMUSG00000075200	259013
ENSMUSG00000100893	NA
ENSMUSG00000110232	NA
ENSMUSG00000039519	13123
ENSMUSG00000021815	74843
ENSMUSG00000027331	51944
ENSMUSG00000001100	67811
ENSMUSG00000061684	NA
ENSMUSG00000100659	NA
ENSMUSG00000052248	NA
ENSMUSG00000002308	54219
ENSMUSG00000097746	NA
ENSMUSG00000116016	NA
ENSMUSG00000085248	NA
ENSMUSG00000067608	NA
ENSMUSG00000041124	78100
ENSMUSG00000107472	NA
ENSMUSG00000004610	110826
ENSMUSG00000032745	73274
ENSMUSG00000070738	227333
ENSMUSG00000107561	NA
ENSMUSG00000038879	223473
ENSMUSG00000085642	NA
ENSMUSG00000085447	NA
ENSMUSG00000033216	65967
ENSMUSG00000021377	110052
ENSMUSG00000060429	20649
ENSMUSG00000086408	NA
ENSMUSG00000091010	NA
ENSMUSG00000104801	NA
ENSMUSG00000069755	NA
ENSMUSG00000100965	NA
ENSMUSG00000097942	NA
ENSMUSG00000095368	105245684
ENSMUSG00000102886	NA
ENSMUSG00000080793	NA
ENSMUSG00000093595	NA
ENSMUSG00000101022	100042475
ENSMUSG00000102168	NA
ENSMUSG00000047031	628580
ENSMUSG00000100381	NA
ENSMUSG00000057933	14858
ENSMUSG00000026872	24136
ENSMUSG00000051639	NA
ENSMUSG00000110793	NA
ENSMUSG00000099241	NA
ENSMUSG00000100176	NA
ENSMUSG00000061928	225256
ENSMUSG00000099276	NA
ENSMUSG00000108457	NA
ENSMUSG00000032475	17973
ENSMUSG00000100405	NA
ENSMUSG00000035674	66091
ENSMUSG00000098426	NA
ENSMUSG00000093378	NA
ENSMUSG00000044061	257886
ENSMUSG00000101398	NA
ENSMUSG00000095649	NA
ENSMUSG00000112517	NA
ENSMUSG00000078606	100042856
ENSMUSG00000020658	668212
ENSMUSG00000044352	237761
ENSMUSG00000035355	380728
ENSMUSG00000032307	109161
ENSMUSG00000034686	432763
ENSMUSG00000104942	NA
ENSMUSG00000101183	NA
ENSMUSG00000106652	NA
ENSMUSG00000076904	NA
ENSMUSG00000085718	NA
ENSMUSG00000032504	18571
ENSMUSG00000114685	NA
ENSMUSG00000113801	NA
ENSMUSG00000060450	56736
ENSMUSG00000021118	27260
ENSMUSG00000105978	NA
ENSMUSG00000026029	12370
ENSMUSG00000091933	NA
ENSMUSG00000006335	69714
ENSMUSG00000115526	71637
ENSMUSG00000057506	73689
ENSMUSG00000095710	NA
ENSMUSG00000115075	NA
ENSMUSG00000117650	NA
ENSMUSG00000083154	NA
ENSMUSG00000102699	73959
ENSMUSG00000081148	NA
ENSMUSG00000086009	NA
ENSMUSG00000081046	NA
ENSMUSG00000099150	NA
ENSMUSG00000107482	NA
ENSMUSG00000102321	NA
ENSMUSG00000107639	NA
ENSMUSG00000104834	NA
ENSMUSG00000085359	NA
ENSMUSG00000083486	NA
ENSMUSG00000026058	170771
ENSMUSG00000084224	NA
ENSMUSG00000086428	NA
ENSMUSG00000052253	52521
ENSMUSG00000099596	NA
ENSMUSG00000040217	NA
ENSMUSG00000107441	NA
ENSMUSG00000074377	434121
ENSMUSG00000079654	101359
ENSMUSG00000034285	18082
ENSMUSG00000019370	12315
ENSMUSG00000053508	223927
ENSMUSG00000059077	19226
ENSMUSG00000101122	NA
ENSMUSG00000114434	NA
ENSMUSG00000034675	56320
ENSMUSG00000025981	67876
ENSMUSG00000081510	NA
ENSMUSG00000114145	NA
ENSMUSG00000047197	353155
ENSMUSG00000061482	319156
ENSMUSG00000108618	NA
ENSMUSG00000114645	NA
ENSMUSG00000087591	NA
ENSMUSG00000076905	NA
ENSMUSG00000046846	66712
ENSMUSG00000101875	NA
ENSMUSG00000116093	NA
ENSMUSG00000099732	NA
ENSMUSG00000114376	NA
ENSMUSG00000107646	NA
ENSMUSG00000084296	NA
ENSMUSG00000110262	NA
ENSMUSG00000114426	NA
ENSMUSG00000109527	NA
ENSMUSG00000024386	19123
ENSMUSG00000107467	NA
ENSMUSG00000118010	NA
ENSMUSG00000118338	NA
ENSMUSG00000079029	435337
ENSMUSG00000101220	NA
ENSMUSG00000097713	NA
ENSMUSG00000050973	269952
ENSMUSG00000109779	NA
ENSMUSG00000109520	NA
ENSMUSG00000071769	434758
ENSMUSG00000075199	18352
ENSMUSG00000012296	74094
ENSMUSG00000024210	271424
ENSMUSG00000109519	NA
ENSMUSG00000100743	NA
ENSMUSG00000103591	NA
ENSMUSG00000076906	NA
ENSMUSG00000082954	NA
ENSMUSG00000075198	259019
ENSMUSG00000105280	NA
ENSMUSG00000103996	NA
ENSMUSG00000076746	NA
ENSMUSG00000020914	21973
ENSMUSG00000114262	NA
ENSMUSG00000005501	227334
ENSMUSG00000062426	258089
ENSMUSG00000105715	NA
ENSMUSG00000114814	NA
ENSMUSG00000113133	NA
ENSMUSG00000045514	258381
ENSMUSG00000103482	NA
ENSMUSG00000076744	NA
ENSMUSG00000104313	NA
ENSMUSG00000102865	408192
ENSMUSG00000112121	NA
ENSMUSG00000076745	NA
ENSMUSG00000091318	408191
ENSMUSG00000029524	75387
ENSMUSG00000050865	258992
ENSMUSG00000076747	NA
ENSMUSG00000104498	NA
ENSMUSG00000096215	432995
ENSMUSG00000104277	NA
ENSMUSG00000024352	71242
ENSMUSG00000079402	NA
ENSMUSG00000018999	58246
ENSMUSG00000111440	NA
ENSMUSG00000091662	252904
ENSMUSG00000116875	NA
ENSMUSG00000021276	67236
ENSMUSG00000097090	NA
ENSMUSG00000103030	NA
ENSMUSG00000107050	NA
ENSMUSG00000044857	224640
ENSMUSG00000033306	210126
ENSMUSG00000107158	NA
ENSMUSG00000106696	NA
ENSMUSG00000082546	NA
ENSMUSG00000106767	NA
ENSMUSG00000109151	NA
ENSMUSG00000029202	71521
ENSMUSG00000025892	14802
ENSMUSG00000109029	NA
ENSMUSG00000082752	NA
ENSMUSG00000100750	NA
ENSMUSG00000101509	NA
ENSMUSG00000085842	NA
ENSMUSG00000080741	NA
ENSMUSG00000047246	319179
ENSMUSG00000103656	NA
ENSMUSG00000085400	NA
ENSMUSG00000035342	226154
ENSMUSG00000045751	212377
ENSMUSG00000086206	NA
ENSMUSG00000104402	NA
ENSMUSG00000038646	67148
ENSMUSG00000051627	50709
ENSMUSG00000025154	71085
ENSMUSG00000102359	NA
ENSMUSG00000028332	93966
ENSMUSG00000094185	NA
ENSMUSG00000117398	NA
ENSMUSG00000066720	56863
ENSMUSG00000117567	NA
ENSMUSG00000100344	NA
ENSMUSG00000103002	NA
ENSMUSG00000052062	72823
ENSMUSG00000085657	NA
ENSMUSG00000033855	77057
ENSMUSG00000026779	67121
ENSMUSG00000029227	66899
ENSMUSG00000100020	NA
ENSMUSG00000047207	258341
ENSMUSG00000075197	258575
ENSMUSG00000117874	NA
ENSMUSG00000114195	NA
ENSMUSG00000097957	NA
ENSMUSG00000083935	NA
ENSMUSG00000024353	69816
ENSMUSG00000114236	NA
ENSMUSG00000020549	68626
ENSMUSG00000075196	259014
ENSMUSG00000102719	NA
ENSMUSG00000026662	109079
ENSMUSG00000093557	NA
ENSMUSG00000085634	NA
ENSMUSG00000104602	NA
ENSMUSG00000103887	NA
ENSMUSG00000101254	108168604
ENSMUSG00000108603	NA
ENSMUSG00000073600	381148
ENSMUSG00000019802	140740
ENSMUSG00000100976	NA
ENSMUSG00000001804	16769
ENSMUSG00000029915	23845
ENSMUSG00000109358	NA
ENSMUSG00000031502	12826
ENSMUSG00000020684	276952
ENSMUSG00000040374	19302
ENSMUSG00000115508	NA
ENSMUSG00000087356	NA
ENSMUSG00000022738	195333
ENSMUSG00000003546	74764
ENSMUSG00000074818	100503041
ENSMUSG00000028457	320571
ENSMUSG00000039608	258612
ENSMUSG00000086421	NA
ENSMUSG00000103227	NA
ENSMUSG00000047412	235132
ENSMUSG00000090464	NA
ENSMUSG00000026135	77264
ENSMUSG00000053469	21819
ENSMUSG00000102859	NA
ENSMUSG00000052684	16476
ENSMUSG00000099744	NA
ENSMUSG00000063751	NA
ENSMUSG00000068806	258338
ENSMUSG00000106893	NA
ENSMUSG00000082128	NA
ENSMUSG00000020672	268534
ENSMUSG00000081317	NA
ENSMUSG00000085482	NA
ENSMUSG00000076907	NA
ENSMUSG00000042894	258983
ENSMUSG00000038525	67211
ENSMUSG00000028397	76804
ENSMUSG00000089702	NA
ENSMUSG00000111132	NA
ENSMUSG00000114327	NA
ENSMUSG00000074830	NA
ENSMUSG00000031938	70984
ENSMUSG00000085377	NA
ENSMUSG00000114549	NA
ENSMUSG00000116207	NA
ENSMUSG00000100189	NA
ENSMUSG00000094635	NA
ENSMUSG00000087366	NA
ENSMUSG00000076908	NA
ENSMUSG00000101203	NA
ENSMUSG00000112979	NA
ENSMUSG00000076909	NA
ENSMUSG00000037578	329064
ENSMUSG00000113385	NA
ENSMUSG00000110039	NA
ENSMUSG00000025453	18115
ENSMUSG00000111673	NA
ENSMUSG00000061549	257958
ENSMUSG00000100489	NA
ENSMUSG00000001525	22154
ENSMUSG00000031994	30806
ENSMUSG00000115092	NA
ENSMUSG00000085019	NA
ENSMUSG00000104081	NA
ENSMUSG00000101239	NA
ENSMUSG00000104091	NA
ENSMUSG00000100971	NA
ENSMUSG00000081461	NA
ENSMUSG00000099669	NA
ENSMUSG00000048758	19944
ENSMUSG00000104918	NA
ENSMUSG00000084340	NA
ENSMUSG00000103264	NA
ENSMUSG00000052584	72661
ENSMUSG00000111251	NA
ENSMUSG00000108791	NA
ENSMUSG00000099702	NA
ENSMUSG00000081212	NA
ENSMUSG00000030610	76375
ENSMUSG00000111108	NA
ENSMUSG00000031007	70495
ENSMUSG00000084775	NA
ENSMUSG00000097482	NA
ENSMUSG00000072723	218695
ENSMUSG00000105796	NA
ENSMUSG00000111819	NA
ENSMUSG00000107951	NA
ENSMUSG00000047496	320311
ENSMUSG00000114892	100042988
ENSMUSG00000101054	NA
ENSMUSG00000114898	NA
ENSMUSG00000115841	NA
ENSMUSG00000111272	NA
ENSMUSG00000099555	NA
ENSMUSG00000099582	NA
ENSMUSG00000081452	NA
ENSMUSG00000054196	68588
ENSMUSG00000042298	72795
ENSMUSG00000030759	67420
ENSMUSG00000078314	NA
ENSMUSG00000021687	107767
ENSMUSG00000040483	327959
ENSMUSG00000019834	70840
ENSMUSG00000101942	NA
ENSMUSG00000115335	NA
ENSMUSG00000043613	17392
ENSMUSG00000092401	NA
ENSMUSG00000104962	NA
ENSMUSG00000024164	12266
ENSMUSG00000020168	257929
ENSMUSG00000026174	58184
ENSMUSG00000022269	211147
ENSMUSG00000045467	269954
ENSMUSG00000062878	257905
ENSMUSG00000031939	75316
ENSMUSG00000070802	434128
ENSMUSG00000010122	67473
ENSMUSG00000041141	71691
ENSMUSG00000020534	20425
ENSMUSG00000029778	11517
ENSMUSG00000043747	320309
ENSMUSG00000017057	16164
ENSMUSG00000076749	NA
ENSMUSG00000094082	NA
ENSMUSG00000093522	NA
