ensembl_gene_id	entrezgene
ENSMUSG00000108310	NA
ENSMUSG00000057322	67671
ENSMUSG00000075510	66784
ENSMUSG00000027196	70852
ENSMUSG00000049350	69036
ENSMUSG00000020930	73293
ENSMUSG00000087006	620695
ENSMUSG00000028610	56296
ENSMUSG00000098004	NA
ENSMUSG00000040174	69113
ENSMUSG00000036854	243912
ENSMUSG00000108327	NA
ENSMUSG00000085249	NA
ENSMUSG00000080788	NA
ENSMUSG00000112673	NA
ENSMUSG00000110834	NA
ENSMUSG00000106604	NA
ENSMUSG00000109814	NA
ENSMUSG00000051079	246709
ENSMUSG00000074829	630836
ENSMUSG00000062580	21854
ENSMUSG00000109181	NA
ENSMUSG00000109313	NA
ENSMUSG00000101413	NA
ENSMUSG00000109266	NA
ENSMUSG00000041498	381293
ENSMUSG00000033819	73062
ENSMUSG00000041828	217258
ENSMUSG00000008892	22335
ENSMUSG00000020109	56709
ENSMUSG00000030057	12785
ENSMUSG00000028280	14408
ENSMUSG00000089984	71176
ENSMUSG00000105161	NA
ENSMUSG00000025044	20288
ENSMUSG00000034206	77782
ENSMUSG00000054659	242377
ENSMUSG00000113880	NA
ENSMUSG00000113973	NA
ENSMUSG00000028687	70603
ENSMUSG00000029718	18542
ENSMUSG00000112573	NA
ENSMUSG00000099337	NA
ENSMUSG00000113846	NA
ENSMUSG00000070427	16068
ENSMUSG00000028709	100465
ENSMUSG00000087636	NA
ENSMUSG00000055540	13840
ENSMUSG00000116679	NA
ENSMUSG00000106758	NA
ENSMUSG00000025001	15201
ENSMUSG00000050777	170706
ENSMUSG00000034083	232236
ENSMUSG00000109872	NA
ENSMUSG00000110150	NA
ENSMUSG00000111465	NA
ENSMUSG00000066306	101706
ENSMUSG00000022722	56297
ENSMUSG00000107556	NA
ENSMUSG00000044534	59289
ENSMUSG00000111733	NA
ENSMUSG00000110795	NA
ENSMUSG00000111194	NA
ENSMUSG00000107637	73531
ENSMUSG00000107791	NA
ENSMUSG00000023175	12215
ENSMUSG00000107933	NA
ENSMUSG00000029505	75560
ENSMUSG00000032604	97541
ENSMUSG00000043192	NA
ENSMUSG00000030138	213895
ENSMUSG00000067597	668257
ENSMUSG00000109069	NA
ENSMUSG00000109518	NA
ENSMUSG00000104695	NA
ENSMUSG00000109534	NA
ENSMUSG00000075070	NA
ENSMUSG00000081228	NA
ENSMUSG00000020075	56200
ENSMUSG00000106617	NA
ENSMUSG00000001023	20199
ENSMUSG00000019927	216080
ENSMUSG00000116669	NA
ENSMUSG00000089685	NA
ENSMUSG00000116556	NA
ENSMUSG00000116799	NA
ENSMUSG00000068917	12748
ENSMUSG00000116906	NA
ENSMUSG00000116894	NA
ENSMUSG00000036027	69809
ENSMUSG00000106956	NA
ENSMUSG00000035270	224224
ENSMUSG00000051257	22037
ENSMUSG00000109543	NA
ENSMUSG00000109931	NA
ENSMUSG00000001768	74030
ENSMUSG00000080789	NA
ENSMUSG00000086807	78526
ENSMUSG00000027236	78655
ENSMUSG00000045165	101602
ENSMUSG00000081869	NA
ENSMUSG00000033671	74081
ENSMUSG00000030674	67375
ENSMUSG00000040548	21763
ENSMUSG00000033396	214585
ENSMUSG00000110287	NA
ENSMUSG00000104337	NA
ENSMUSG00000102298	NA
ENSMUSG00000027254	17754
ENSMUSG00000014355	17222
ENSMUSG00000063358	26413
ENSMUSG00000028139	66353
ENSMUSG00000102558	NA
ENSMUSG00000104752	433961
ENSMUSG00000103771	NA
ENSMUSG00000102837	NA
ENSMUSG00000096798	622306
ENSMUSG00000103717	NA
ENSMUSG00000100389	NA
ENSMUSG00000028137	78784
ENSMUSG00000100026	NA
ENSMUSG00000031535	234130
ENSMUSG00000095040	69282
ENSMUSG00000001687	24109
ENSMUSG00000081722	NA
ENSMUSG00000116993	NA
ENSMUSG00000103975	NA
ENSMUSG00000033526	327655
ENSMUSG00000116628	NA
ENSMUSG00000103569	NA
ENSMUSG00000022864	67102
ENSMUSG00000026434	98415
ENSMUSG00000093490	NA
ENSMUSG00000105791	NA
ENSMUSG00000106404	NA
ENSMUSG00000026358	50778
ENSMUSG00000054672	244234
ENSMUSG00000105958	NA
ENSMUSG00000105530	NA
ENSMUSG00000106579	NA
ENSMUSG00000106244	NA
ENSMUSG00000104929	NA
ENSMUSG00000106539	NA
ENSMUSG00000105332	NA
ENSMUSG00000106408	NA
ENSMUSG00000093748	NA
ENSMUSG00000087119	NA
ENSMUSG00000105983	NA
ENSMUSG00000105620	NA
ENSMUSG00000027849	54524
ENSMUSG00000104655	NA
ENSMUSG00000109816	74970
ENSMUSG00000065987	69165
ENSMUSG00000109619	NA
ENSMUSG00000029089	66768
ENSMUSG00000029089	70592
ENSMUSG00000030976	73808
ENSMUSG00000108181	NA
ENSMUSG00000048794	243538
ENSMUSG00000031536	18970
ENSMUSG00000105828	NA
ENSMUSG00000104562	NA
ENSMUSG00000106414	NA
ENSMUSG00000093502	NA
ENSMUSG00000105700	NA
ENSMUSG00000034430	80292
ENSMUSG00000087083	NA
ENSMUSG00000029088	80334
ENSMUSG00000087610	NA
ENSMUSG00000108297	NA
ENSMUSG00000087053	NA
ENSMUSG00000028104	69870
ENSMUSG00000030302	11941
ENSMUSG00000104764	NA
ENSMUSG00000106547	NA
ENSMUSG00000103587	102642162
ENSMUSG00000105542	NA
ENSMUSG00000026385	13167
ENSMUSG00000111173	NA
ENSMUSG00000105636	NA
ENSMUSG00000116810	102635233
ENSMUSG00000053593	NA
ENSMUSG00000109789	NA
ENSMUSG00000116555	NA
ENSMUSG00000109815	NA
ENSMUSG00000084277	NA
ENSMUSG00000059923	14784
ENSMUSG00000102490	NA
ENSMUSG00000029634	74132
ENSMUSG00000116979	NA
ENSMUSG00000051457	20737
ENSMUSG00000027694	NA
ENSMUSG00000109457	NA
ENSMUSG00000082002	NA
ENSMUSG00000046873	270669
ENSMUSG00000026447	240752
ENSMUSG00000105771	NA
ENSMUSG00000110737	NA
ENSMUSG00000100081	NA
ENSMUSG00000087141	433022
ENSMUSG00000084758	NA
ENSMUSG00000111474	NA
ENSMUSG00000105454	NA
ENSMUSG00000028708	17346
ENSMUSG00000105574	NA
ENSMUSG00000044624	237300
ENSMUSG00000033149	208177
ENSMUSG00000105974	NA
ENSMUSG00000019852	215821
ENSMUSG00000104661	NA
ENSMUSG00000106469	NA
ENSMUSG00000105653	NA
ENSMUSG00000028527	11639
ENSMUSG00000103544	NA
ENSMUSG00000105922	NA
ENSMUSG00000076441	11898
ENSMUSG00000101102	NA
ENSMUSG00000109463	NA
ENSMUSG00000030707	12721
ENSMUSG00000108852	NA
ENSMUSG00000109538	NA
ENSMUSG00000108914	NA
ENSMUSG00000091736	100073351
ENSMUSG00000092092	NA
ENSMUSG00000109260	NA
ENSMUSG00000099890	NA
ENSMUSG00000109316	NA
ENSMUSG00000107123	NA
ENSMUSG00000038301	71982
ENSMUSG00000109515	NA
ENSMUSG00000039478	78506
ENSMUSG00000109566	NA
ENSMUSG00000109134	NA
ENSMUSG00000108913	NA
ENSMUSG00000087403	NA
ENSMUSG00000109127	NA
ENSMUSG00000111162	NA
ENSMUSG00000078308	NA
ENSMUSG00000109056	NA
ENSMUSG00000110825	NA
ENSMUSG00000112347	NA
ENSMUSG00000087450	NA
ENSMUSG00000015665	245533
ENSMUSG00000106703	NA
ENSMUSG00000020076	94213
ENSMUSG00000074354	NA
ENSMUSG00000031603	80857
ENSMUSG00000091794	632671
ENSMUSG00000053199	244867
ENSMUSG00000081652	NA
ENSMUSG00000085826	NA
ENSMUSG00000046093	170638
ENSMUSG00000067276	12338
ENSMUSG00000085781	NA
ENSMUSG00000035781	109284
ENSMUSG00000030800	76560
ENSMUSG00000097947	NA
ENSMUSG00000030801	67773
ENSMUSG00000056493	17425
ENSMUSG00000083671	NA
ENSMUSG00000082922	NA
ENSMUSG00000047661	NA
ENSMUSG00000035773	114229
ENSMUSG00000047721	66162
ENSMUSG00000112813	NA
ENSMUSG00000093732	NA
ENSMUSG00000035953	219024
ENSMUSG00000073530	23850
ENSMUSG00000035183	317750
ENSMUSG00000052676	215693
ENSMUSG00000059772	75764
ENSMUSG00000065954	320165
ENSMUSG00000087704	NA
ENSMUSG00000078601	NA
ENSMUSG00000081170	NA
ENSMUSG00000034723	52837
ENSMUSG00000084205	NA
ENSMUSG00000112582	NA
ENSMUSG00000087244	NA
ENSMUSG00000108362	NA
ENSMUSG00000108717	NA
ENSMUSG00000042498	102871
ENSMUSG00000044442	67768
ENSMUSG00000102564	NA
ENSMUSG00000027201	17876
ENSMUSG00000027765	18441
ENSMUSG00000037710	52637
ENSMUSG00000079741	NA
ENSMUSG00000116946	NA
ENSMUSG00000005864	12789
ENSMUSG00000110663	NA
ENSMUSG00000110614	NA
ENSMUSG00000089634	NA
ENSMUSG00000106759	NA
ENSMUSG00000086940	NA
ENSMUSG00000110026	NA
ENSMUSG00000054618	NA
ENSMUSG00000107203	NA
ENSMUSG00000109917	102639277
ENSMUSG00000089664	NA
ENSMUSG00000048458	109050
ENSMUSG00000047714	66849
ENSMUSG00000045019	171168
ENSMUSG00000028394	59001
ENSMUSG00000035960	11792
ENSMUSG00000101546	NA
ENSMUSG00000117245	NA
ENSMUSG00000033970	69263
ENSMUSG00000034714	117160
ENSMUSG00000002660	53895
ENSMUSG00000022708	56490
ENSMUSG00000102242	NA
ENSMUSG00000083887	NA
ENSMUSG00000085940	73922
ENSMUSG00000054679	272009
ENSMUSG00000083764	NA
ENSMUSG00000074281	NA
ENSMUSG00000102667	NA
ENSMUSG00000068745	68753
ENSMUSG00000052549	74448
ENSMUSG00000111350	NA
ENSMUSG00000114610	NA
ENSMUSG00000036894	74012
ENSMUSG00000002661	66400
ENSMUSG00000103473	NA
ENSMUSG00000106317	NA
ENSMUSG00000098208	NA
ENSMUSG00000030917	233806
ENSMUSG00000106899	NA
ENSMUSG00000104489	NA
ENSMUSG00000107098	NA
ENSMUSG00000031258	331524
ENSMUSG00000033808	211499
ENSMUSG00000087165	NA
ENSMUSG00000046755	73470
ENSMUSG00000072875	14761
ENSMUSG00000028648	595136
ENSMUSG00000058046	214106
ENSMUSG00000031257	237038
ENSMUSG00000041096	52808
ENSMUSG00000039990	214764
ENSMUSG00000115016	102636984
ENSMUSG00000030145	72720
ENSMUSG00000030781	246787
ENSMUSG00000020717	18613
ENSMUSG00000109445	NA
ENSMUSG00000081630	NA
ENSMUSG00000115758	NA
ENSMUSG00000033343	17140
ENSMUSG00000040128	108767
ENSMUSG00000103322	NA
ENSMUSG00000004038	14864
ENSMUSG00000081363	NA
ENSMUSG00000030002	72102
ENSMUSG00000103502	NA
ENSMUSG00000036885	622434
ENSMUSG00000020331	15166
ENSMUSG00000023075	68050
ENSMUSG00000031157	54633
ENSMUSG00000054958	230718
ENSMUSG00000107230	NA
ENSMUSG00000114356	NA
ENSMUSG00000081141	NA
ENSMUSG00000083394	NA
ENSMUSG00000031340	14404
ENSMUSG00000031256	108062
ENSMUSG00000111523	NA
ENSMUSG00000030780	233913
ENSMUSG00000111025	NA
ENSMUSG00000031516	22428
ENSMUSG00000093803	19054
ENSMUSG00000093803	108167320
ENSMUSG00000093803	108167694
ENSMUSG00000001025	20200
ENSMUSG00000116998	NA
ENSMUSG00000020108	74747
ENSMUSG00000027184	53872
ENSMUSG00000020087	71767
ENSMUSG00000098131	NA
ENSMUSG00000037428	381677
ENSMUSG00000081916	NA
ENSMUSG00000105644	NA
ENSMUSG00000027333	228608
ENSMUSG00000063767	381493
ENSMUSG00000020107	52717
ENSMUSG00000085549	NA
ENSMUSG00000036826	101883
ENSMUSG00000096448	NA
ENSMUSG00000085486	667306
ENSMUSG00000002664	19197
ENSMUSG00000105677	NA
ENSMUSG00000104910	NA
ENSMUSG00000109378	NA
ENSMUSG00000106341	NA
ENSMUSG00000068798	109905
ENSMUSG00000023013	11827
ENSMUSG00000050157	333670
ENSMUSG00000086127	NA
ENSMUSG00000000901	17385
ENSMUSG00000043467	240869
ENSMUSG00000044475	69090
ENSMUSG00000036835	66340
ENSMUSG00000084130	NA
ENSMUSG00000109739	NA
ENSMUSG00000108941	NA
ENSMUSG00000116786	78812
ENSMUSG00000049231	NA
ENSMUSG00000007670	16549
ENSMUSG00000116730	NA
ENSMUSG00000034645	230590
ENSMUSG00000048643	NA
ENSMUSG00000032744	56198
ENSMUSG00000057174	170939
ENSMUSG00000096534	71369
ENSMUSG00000116617	NA
ENSMUSG00000078765	233073
ENSMUSG00000026435	212980
ENSMUSG00000116297	NA
ENSMUSG00000105842	NA
ENSMUSG00000106733	NA
ENSMUSG00000004667	66420
ENSMUSG00000049422	103172
ENSMUSG00000056777	NA
ENSMUSG00000086494	70138
ENSMUSG00000026715	11905
ENSMUSG00000085740	NA
ENSMUSG00000087647	NA
ENSMUSG00000081243	NA
ENSMUSG00000040562	14863
ENSMUSG00000030769	233836
ENSMUSG00000040373	140723
ENSMUSG00000026436	13714
ENSMUSG00000034706	432611
ENSMUSG00000055370	NA
ENSMUSG00000102967	NA
ENSMUSG00000116903	NA
ENSMUSG00000079110	12335
ENSMUSG00000081824	NA
ENSMUSG00000083827	NA
ENSMUSG00000085499	NA
ENSMUSG00000082570	NA
ENSMUSG00000085581	NA
ENSMUSG00000078599	639774
ENSMUSG00000116708	NA
ENSMUSG00000061887	72475
ENSMUSG00000095992	68740
ENSMUSG00000028274	24018
ENSMUSG00000042502	70233
ENSMUSG00000068075	100040201
ENSMUSG00000059149	213006
ENSMUSG00000103680	NA
ENSMUSG00000104016	NA
ENSMUSG00000053332	NA
ENSMUSG00000108932	102633702
ENSMUSG00000020932	14580
ENSMUSG00000109436	NA
ENSMUSG00000027882	20912
ENSMUSG00000048540	18072
ENSMUSG00000022860	246048
ENSMUSG00000108912	NA
ENSMUSG00000001300	13642
ENSMUSG00000107981	NA
ENSMUSG00000107714	NA
ENSMUSG00000113084	NA
ENSMUSG00000113925	NA
ENSMUSG00000114011	NA
ENSMUSG00000083879	NA
ENSMUSG00000022641	70508
ENSMUSG00000030701	27276
ENSMUSG00000109568	NA
ENSMUSG00000109438	NA
ENSMUSG00000107798	NA
ENSMUSG00000081206	NA
ENSMUSG00000087272	NA
ENSMUSG00000102425	NA
ENSMUSG00000085237	NA
ENSMUSG00000046062	108954
ENSMUSG00000108207	NA
ENSMUSG00000109905	NA
ENSMUSG00000000197	338370
ENSMUSG00000086610	NA
ENSMUSG00000079069	71473
ENSMUSG00000034636	414872
ENSMUSG00000085971	NA
ENSMUSG00000034906	215387
ENSMUSG00000106892	NA
ENSMUSG00000085639	NA
ENSMUSG00000018412	76719
ENSMUSG00000041298	231912
ENSMUSG00000101940	NA
ENSMUSG00000074698	12995
ENSMUSG00000020747	71947
ENSMUSG00000106951	NA
ENSMUSG00000106810	NA
ENSMUSG00000102833	NA
ENSMUSG00000056158	72605
ENSMUSG00000112378	NA
ENSMUSG00000036923	216021
ENSMUSG00000058172	16700
ENSMUSG00000068074	100040214
ENSMUSG00000112901	NA
ENSMUSG00000062400	68484
ENSMUSG00000068073	68637
ENSMUSG00000100037	NA
ENSMUSG00000039623	231855
ENSMUSG00000049214	328505
ENSMUSG00000057855	NA
ENSMUSG00000056054	20201
ENSMUSG00000068071	102636839
ENSMUSG00000068071	102637070
ENSMUSG00000068071	102638887
ENSMUSG00000115674	NA
ENSMUSG00000100164	67170
ENSMUSG00000059113	102637192
ENSMUSG00000108145	NA
ENSMUSG00000102964	NA
ENSMUSG00000044227	640627
ENSMUSG00000084874	NA
ENSMUSG00000044217	11830
ENSMUSG00000050565	240832
ENSMUSG00000102817	NA
ENSMUSG00000086617	666331
ENSMUSG00000087195	NA
ENSMUSG00000056071	20202
ENSMUSG00000029408	56325
ENSMUSG00000030058	54161
ENSMUSG00000068067	NA
ENSMUSG00000048096	93689
ENSMUSG00000116552	102637634
ENSMUSG00000097415	NA
ENSMUSG00000108502	NA
ENSMUSG00000091039	622935
ENSMUSG00000097116	NA
ENSMUSG00000050213	76793
ENSMUSG00000051378	70218
ENSMUSG00000043144	11831
ENSMUSG00000105241	NA
ENSMUSG00000058368	170656
ENSMUSG00000020086	404634
ENSMUSG00000031379	69656
ENSMUSG00000062433	16701
ENSMUSG00000054160	228731
ENSMUSG00000059632	16703
ENSMUSG00000055652	207952
ENSMUSG00000056706	71363
ENSMUSG00000020085	71361
ENSMUSG00000026466	208263
ENSMUSG00000089773	639781
ENSMUSG00000086342	NA
ENSMUSG00000082158	NA
ENSMUSG00000034471	140721
ENSMUSG00000106261	NA
ENSMUSG00000104818	NA
ENSMUSG00000031591	11886
ENSMUSG00000104011	NA
ENSMUSG00000044288	12801
ENSMUSG00000059182	54353
ENSMUSG00000027301	18429
ENSMUSG00000033386	20321
ENSMUSG00000031158	21855
ENSMUSG00000089759	NA
ENSMUSG00000041889	77552
ENSMUSG00000097548	102635772
ENSMUSG00000030069	50501
ENSMUSG00000030060	232210
ENSMUSG00000060733	69718
ENSMUSG00000028111	13038
ENSMUSG00000087289	67548
ENSMUSG00000038642	13040
ENSMUSG00000037727	11998
ENSMUSG00000028264	67652
ENSMUSG00000025475	52389
ENSMUSG00000010362	66599
ENSMUSG00000097980	NA
ENSMUSG00000097763	NA
ENSMUSG00000083822	NA
ENSMUSG00000026701	11758
ENSMUSG00000029617	231874
ENSMUSG00000074825	73338
ENSMUSG00000108905	NA
ENSMUSG00000037469	101744
ENSMUSG00000084885	NA
ENSMUSG00000108495	NA
ENSMUSG00000103222	NA
ENSMUSG00000108467	NA
ENSMUSG00000056679	70771
ENSMUSG00000043333	230726
ENSMUSG00000108082	NA
ENSMUSG00000025509	66853
ENSMUSG00000107713	NA
ENSMUSG00000084319	NA
ENSMUSG00000100620	NA
ENSMUSG00000098009	NA
ENSMUSG00000109875	NA
ENSMUSG00000081146	NA
ENSMUSG00000025754	244071
ENSMUSG00000085556	NA
ENSMUSG00000059810	50780
ENSMUSG00000108865	NA
ENSMUSG00000041879	226432
ENSMUSG00000108152	NA
ENSMUSG00000037307	403171
ENSMUSG00000108216	NA
ENSMUSG00000117875	NA
ENSMUSG00000091212	16693
ENSMUSG00000107576	NA
ENSMUSG00000049097	545554
ENSMUSG00000061751	545156
ENSMUSG00000070371	77613
ENSMUSG00000057230	269774
ENSMUSG00000052299	78913
ENSMUSG00000062204	211472
ENSMUSG00000045327	NA
ENSMUSG00000027434	18088
ENSMUSG00000086384	NA
ENSMUSG00000005320	14186
ENSMUSG00000037214	73754
ENSMUSG00000049288	280411
ENSMUSG00000084774	NA
ENSMUSG00000081971	NA
ENSMUSG00000110317	NA
ENSMUSG00000084371	NA
ENSMUSG00000109850	NA
ENSMUSG00000053545	NA
ENSMUSG00000013878	77733
ENSMUSG00000086509	NA
ENSMUSG00000034063	381798
ENSMUSG00000020329	216151
ENSMUSG00000079043	380601
ENSMUSG00000108218	NA
ENSMUSG00000027300	140629
ENSMUSG00000028863	70088
ENSMUSG00000117788	NA
ENSMUSG00000101084	NA
ENSMUSG00000108625	NA
ENSMUSG00000022546	76282
ENSMUSG00000079432	100040635
ENSMUSG00000108771	NA
ENSMUSG00000108514	NA
ENSMUSG00000042492	68449
ENSMUSG00000061489	258958
ENSMUSG00000011486	103775
ENSMUSG00000072623	22750
ENSMUSG00000085199	NA
ENSMUSG00000084326	NA
ENSMUSG00000031537	16150
ENSMUSG00000055960	320640
ENSMUSG00000031409	66104
ENSMUSG00000116870	NA
ENSMUSG00000104414	NA
ENSMUSG00000116651	NA
ENSMUSG00000083782	NA
ENSMUSG00000025488	12869
ENSMUSG00000068744	56742
ENSMUSG00000102615	NA
ENSMUSG00000098322	NA
ENSMUSG00000087602	NA
ENSMUSG00000055675	74901
ENSMUSG00000031160	353283
ENSMUSG00000104509	NA
ENSMUSG00000039278	30052
ENSMUSG00000104366	NA
ENSMUSG00000097229	NA
ENSMUSG00000045326	320181
ENSMUSG00000117795	NA
ENSMUSG00000118258	NA
ENSMUSG00000081709	NA
ENSMUSG00000082071	621322
ENSMUSG00000024583	53382
ENSMUSG00000062554	NA
ENSMUSG00000081384	NA
ENSMUSG00000082649	NA
ENSMUSG00000020519	50724
ENSMUSG00000084119	NA
ENSMUSG00000095588	NA
ENSMUSG00000082638	NA
ENSMUSG00000038374	60365
ENSMUSG00000062646	76051
ENSMUSG00000025002	72082
ENSMUSG00000028109	67981
ENSMUSG00000110120	NA
ENSMUSG00000104835	NA
ENSMUSG00000111357	NA
ENSMUSG00000111836	74072
ENSMUSG00000028291	433693
ENSMUSG00000024038	78330
ENSMUSG00000107688	NA
ENSMUSG00000108697	NA
ENSMUSG00000108627	NA
ENSMUSG00000040044	50793
ENSMUSG00000040165	170776
ENSMUSG00000040560	104082
ENSMUSG00000041483	226442
ENSMUSG00000062782	257939
ENSMUSG00000086275	NA
ENSMUSG00000087200	105244644
ENSMUSG00000082310	NA
ENSMUSG00000105819	NA
ENSMUSG00000085631	NA
ENSMUSG00000110059	NA
ENSMUSG00000037335	15110
ENSMUSG00000082399	NA
ENSMUSG00000080993	NA
ENSMUSG00000051177	18795
ENSMUSG00000083014	NA
ENSMUSG00000087317	NA
ENSMUSG00000029621	56443
ENSMUSG00000107794	NA
ENSMUSG00000108351	NA
ENSMUSG00000108409	69407
ENSMUSG00000034037	232237
ENSMUSG00000046321	195646
ENSMUSG00000103226	NA
ENSMUSG00000097281	NA
ENSMUSG00000102389	NA
ENSMUSG00000108811	NA
ENSMUSG00000032051	14148
ENSMUSG00000106117	NA
ENSMUSG00000102163	NA
ENSMUSG00000103383	NA
ENSMUSG00000042250	384997
ENSMUSG00000102761	NA
ENSMUSG00000107326	NA
ENSMUSG00000102897	NA
ENSMUSG00000107241	NA
ENSMUSG00000067231	72303
ENSMUSG00000038770	381686
ENSMUSG00000083720	NA
ENSMUSG00000104014	75256
ENSMUSG00000031628	12367
ENSMUSG00000109710	NA
ENSMUSG00000105175	NA
ENSMUSG00000109628	NA
ENSMUSG00000084223	NA
ENSMUSG00000083657	NA
ENSMUSG00000031601	18983
ENSMUSG00000104159	NA
ENSMUSG00000098225	NA
ENSMUSG00000085094	NA
ENSMUSG00000098076	NA
ENSMUSG00000022857	19146
ENSMUSG00000105892	NA
ENSMUSG00000117818	NA
ENSMUSG00000097657	NA
ENSMUSG00000086666	NA
ENSMUSG00000050445	13124
ENSMUSG00000106174	NA
ENSMUSG00000045532	23829
ENSMUSG00000109267	NA
ENSMUSG00000111141	NA
ENSMUSG00000106257	NA
ENSMUSG00000067229	69888
ENSMUSG00000044145	329509
ENSMUSG00000106393	NA
ENSMUSG00000075706	625249
ENSMUSG00000008683	267019
ENSMUSG00000085338	NA
ENSMUSG00000105177	NA
ENSMUSG00000105024	NA
ENSMUSG00000029620	69396
ENSMUSG00000013562	NA
ENSMUSG00000020687	217232
ENSMUSG00000028613	16975
ENSMUSG00000107915	NA
ENSMUSG00000085177	NA
ENSMUSG00000067825	74043
ENSMUSG00000061707	231885
ENSMUSG00000020936	18107
ENSMUSG00000043453	236852
ENSMUSG00000107697	NA
ENSMUSG00000033762	79456
ENSMUSG00000104930	NA
ENSMUSG00000107674	NA
ENSMUSG00000039470	70546
ENSMUSG00000105346	NA
ENSMUSG00000034648	16979
ENSMUSG00000020935	68087
ENSMUSG00000105342	NA
ENSMUSG00000027861	12373
ENSMUSG00000004849	11769
ENSMUSG00000081886	NA
ENSMUSG00000044359	57385
ENSMUSG00000103659	NA
ENSMUSG00000026574	56429
ENSMUSG00000003660	320632
ENSMUSG00000111053	NA
ENSMUSG00000043773	69430
ENSMUSG00000019080	69572
ENSMUSG00000022548	11815
ENSMUSG00000104117	NA
ENSMUSG00000103320	NA
ENSMUSG00000026573	16963
ENSMUSG00000106296	NA
ENSMUSG00000086401	NA
ENSMUSG00000037331	73158
ENSMUSG00000039431	54384
ENSMUSG00000029507	56361
ENSMUSG00000038233	245050
ENSMUSG00000043857	268510
ENSMUSG00000087235	207318
ENSMUSG00000117977	NA
ENSMUSG00000087569	NA
ENSMUSG00000117862	NA
ENSMUSG00000083175	NA
ENSMUSG00000108612	NA
ENSMUSG00000090795	NA
ENSMUSG00000066129	76484
ENSMUSG00000081803	NA
ENSMUSG00000031274	12830
ENSMUSG00000032089	16154
ENSMUSG00000030911	22787
ENSMUSG00000034341	22378
ENSMUSG00000021236	12499
ENSMUSG00000085247	NA
ENSMUSG00000112843	NA
ENSMUSG00000097963	NA
ENSMUSG00000112226	NA
ENSMUSG00000112645	NA
ENSMUSG00000112244	NA
ENSMUSG00000074344	69296
ENSMUSG00000031380	14205
ENSMUSG00000070868	195564
ENSMUSG00000093722	NA
ENSMUSG00000000562	11542
ENSMUSG00000000562	69296
ENSMUSG00000060170	276865
ENSMUSG00000067360	83565
ENSMUSG00000028647	56309
ENSMUSG00000106073	NA
ENSMUSG00000080907	NA
ENSMUSG00000116853	NA
ENSMUSG00000107605	NA
ENSMUSG00000031438	66889
ENSMUSG00000090882	NA
ENSMUSG00000112608	NA
ENSMUSG00000033377	114301
ENSMUSG00000091459	NA
ENSMUSG00000112108	NA
ENSMUSG00000116956	NA
ENSMUSG00000109871	NA
ENSMUSG00000092029	NA
ENSMUSG00000049008	NA
ENSMUSG00000090448	NA
ENSMUSG00000116619	NA
ENSMUSG00000097735	NA
ENSMUSG00000105460	NA
ENSMUSG00000116962	NA
ENSMUSG00000112416	NA
ENSMUSG00000046519	229593
ENSMUSG00000052942	226075
ENSMUSG00000085783	NA
ENSMUSG00000014198	278304
ENSMUSG00000063412	NA
ENSMUSG00000111965	NA
ENSMUSG00000112126	NA
ENSMUSG00000002489	21844
ENSMUSG00000061992	NA
ENSMUSG00000085875	NA
ENSMUSG00000112624	NA
ENSMUSG00000060112	18361
ENSMUSG00000082480	NA
ENSMUSG00000074758	NA
ENSMUSG00000097113	NA
ENSMUSG00000107204	NA
ENSMUSG00000107528	NA
ENSMUSG00000061894	269585
ENSMUSG00000108151	NA
ENSMUSG00000010021	286942
ENSMUSG00000017830	80861
ENSMUSG00000109965	NA
ENSMUSG00000046807	192734
ENSMUSG00000085054	NA
ENSMUSG00000007827	232339
ENSMUSG00000106614	NA
ENSMUSG00000104169	NA
ENSMUSG00000095599	NA
ENSMUSG00000087428	NA
ENSMUSG00000083948	NA
ENSMUSG00000108971	NA
ENSMUSG00000038174	213056
ENSMUSG00000109869	105243163
ENSMUSG00000107558	NA
ENSMUSG00000071113	234155
ENSMUSG00000037411	18787
ENSMUSG00000043155	242642
ENSMUSG00000030672	17907
ENSMUSG00000100441	NA
ENSMUSG00000050994	215772
ENSMUSG00000032050	19684
ENSMUSG00000072872	56353
ENSMUSG00000116973	NA
ENSMUSG00000109112	NA
ENSMUSG00000086527	NA
ENSMUSG00000030137	53857
ENSMUSG00000115997	NA
ENSMUSG00000011257	230721
ENSMUSG00000085604	NA
ENSMUSG00000107690	NA
ENSMUSG00000017837	71966
ENSMUSG00000108269	NA
ENSMUSG00000089952	NA
ENSMUSG00000101189	NA
ENSMUSG00000107461	NA
ENSMUSG00000103906	105734
ENSMUSG00000097534	NA
ENSMUSG00000116835	NA
ENSMUSG00000098509	624910
ENSMUSG00000086920	NA
ENSMUSG00000081793	70550
ENSMUSG00000036309	21402
ENSMUSG00000002728	67877
ENSMUSG00000027940	59069
ENSMUSG00000083957	NA
ENSMUSG00000085036	NA
ENSMUSG00000014361	17289
ENSMUSG00000107736	NA
ENSMUSG00000029618	18261
ENSMUSG00000030107	24110
ENSMUSG00000040467	NA
ENSMUSG00000081734	NA
ENSMUSG00000014195	56354
ENSMUSG00000086417	NA
ENSMUSG00000082018	NA
ENSMUSG00000000202	72014
ENSMUSG00000040459	234023
ENSMUSG00000075390	NA
ENSMUSG00000082841	NA
ENSMUSG00000037703	241638
ENSMUSG00000102408	NA
ENSMUSG00000031245	50887
ENSMUSG00000030087	66277
