"ensembl_gene_id"	"Ctrl1"	"Ctrl2"	"Ctrl3"	"Scr1"	"Scr2"	"Scr3"
"ENSMUSG00000072941"	30	87	8	61	34	45
"ENSMUSG00000072944"	2	4	2	5	33	11
"ENSMUSG00000072945"	2	3	0	1	1	0
"ENSMUSG00000072946"	251	238	302	265	386	327
"ENSMUSG00000072949"	9410	6035	10134	3628	14987	3927
"ENSMUSG00000072955"	83	22	73	53	109	55
"ENSMUSG00000072963"	3	1	2	1	0	1
"ENSMUSG00000072964"	217	237	149	227	253	205
"ENSMUSG00000072966"	49	48	42	36	63	41
"ENSMUSG00000072969"	60	53	46	60	58	53
"ENSMUSG00000072972"	1	0	0	1	0	0
"ENSMUSG00000072974"	0	1	0	0	0	0
"ENSMUSG00000072978"	0	1	0	0	0	0
"ENSMUSG00000072980"	191	248	163	209	84	181
"ENSMUSG00000073002"	7	12	9	5	11	3
"ENSMUSG00000073010"	0	1	0	0	0	0
"ENSMUSG00000073016"	5	10	6	6	11	8
"ENSMUSG00000073043"	0	0	1	0	0	0
"ENSMUSG00000073052"	1	0	0	0	0	0
"ENSMUSG00000073062"	14	11	10	10	22	15
"ENSMUSG00000073063"	0	1	0	1	0	0
"ENSMUSG00000073077"	2	0	0	1	0	0
"ENSMUSG00000073079"	217	324	189	244	227	283
"ENSMUSG00000073094"	0	0	0	0	0	1
"ENSMUSG00000073096"	99	45	66	44	80	49
"ENSMUSG00000073102"	3	0	4	0	1	1
"ENSMUSG00000073111"	0	1	0	1	2	1
"ENSMUSG00000073130"	0	1	1	0	1	0
"ENSMUSG00000073131"	584	687	428	590	456	497
"ENSMUSG00000073139"	173	147	116	127	168	119
"ENSMUSG00000073158"	82	63	33	55	25	40
"ENSMUSG00000073176"	152	107	147	79	135	117
"ENSMUSG00000073179"	9	9	0	5	2	1
"ENSMUSG00000073197"	29	35	19	18	18	16
"ENSMUSG00000073207"	19	10	10	11	24	9
"ENSMUSG00000073208"	1	10	0	0	2	1
"ENSMUSG00000073209"	0	1	0	1	2	0
"ENSMUSG00000073234"	0	1	0	0	0	0
"ENSMUSG00000073255"	1	4	0	0	0	0
"ENSMUSG00000073290"	1	3	5	1	5	1
"ENSMUSG00000073293"	60	39	37	49	89	35
"ENSMUSG00000073294"	1	0	0	0	1	1
"ENSMUSG00000073295"	55	42	65	74	100	62
"ENSMUSG00000073371"	0	0	0	0	0	1
"ENSMUSG00000073375"	0	1	0	0	0	0
"ENSMUSG00000073386"	25	10	15	13	16	15
"ENSMUSG00000073400"	0	0	0	0	0	1
"ENSMUSG00000073402"	1	0	0	1	1	0
"ENSMUSG00000073403"	4508	6120	5134	1796	4121	5219
"ENSMUSG00000073405"	3	5	1	1	0	0
"ENSMUSG00000073406"	4	6	3	12	22	10
"ENSMUSG00000073407"	0	0	0	0	2	0
"ENSMUSG00000073409"	32	23	32	26	28	22
"ENSMUSG00000073411"	35	32	58	32	45	43
"ENSMUSG00000073412"	2	1	0	0	0	0
"ENSMUSG00000073413"	1	0	1	0	0	0
"ENSMUSG00000073414"	1	0	0	1	0	0
"ENSMUSG00000073418"	1	1	2	0	5	1
"ENSMUSG00000073421"	33	15	30	31	29	13
"ENSMUSG00000073422"	216	260	144	219	195	106
"ENSMUSG00000073423"	232	357	230	254	225	196
"ENSMUSG00000073424"	124	23	13	11	81	8
"ENSMUSG00000073427"	130	86	129	68	110	79
"ENSMUSG00000073433"	23	31	22	25	9	40
"ENSMUSG00000073434"	38	62	36	50	51	48
"ENSMUSG00000073435"	370	352	286	276	408	247
"ENSMUSG00000073436"	66	80	82	81	89	54
"ENSMUSG00000073448"	0	1	0	0	0	0
"ENSMUSG00000073460"	8	9	6	4	4	4
"ENSMUSG00000073468"	647	1156	327	893	344	754
"ENSMUSG00000073471"	98	53	60	53	97	55
"ENSMUSG00000073481"	274	271	131	239	184	70
"ENSMUSG00000073489"	0	0	0	0	0	1
"ENSMUSG00000073491"	3	12	3	3	9	8
"ENSMUSG00000073494"	0	0	1	0	1	0
"ENSMUSG00000073497"	82	40	9	167	104	130
"ENSMUSG00000073514"	112	59	73	89	154	76
"ENSMUSG00000073542"	30	36	40	33	33	31
"ENSMUSG00000073551"	0	0	1	0	0	0
"ENSMUSG00000073555"	0	1	0	0	0	0
"ENSMUSG00000073557"	37	33	32	45	45	25
"ENSMUSG00000073559"	4	9	10	6	2	1
"ENSMUSG00000073563"	355	332	191	299	304	279
"ENSMUSG00000073565"	0	0	0	0	1	0
"ENSMUSG00000073568"	2	0	0	2	0	0
"ENSMUSG00000073569"	0	1	0	0	0	0
"ENSMUSG00000073591"	90	84	54	30	61	31
"ENSMUSG00000073598"	8	4	11	1	6	0
"ENSMUSG00000073599"	0	3	0	2	0	0
"ENSMUSG00000073600"	17	3	13	2	9	5
"ENSMUSG00000073607"	24	1	10	6	13	3
"ENSMUSG00000073608"	0	3	5	4	1	4
"ENSMUSG00000073609"	10	5	23	3	7	6
"ENSMUSG00000073616"	4340	4023	3207	3118	3710	2881
"ENSMUSG00000073633"	378	71	147	80	119	56
"ENSMUSG00000073639"	1264	1059	878	1153	1119	983
"ENSMUSG00000073643"	453	438	396	359	416	348
"ENSMUSG00000073650"	2	1	3	2	4	2
"ENSMUSG00000073664"	160	78	115	67	160	76
"ENSMUSG00000073676"	4949	7457	4452	5162	3125	4573
"ENSMUSG00000073678"	375	187	261	85	241	119
"ENSMUSG00000073680"	11	14	10	19	11	15
"ENSMUSG00000073684"	158	171	152	178	170	144
"ENSMUSG00000073700"	8	39	14	38	28	35
"ENSMUSG00000073702"	17329	20835	16997	10900	13848	13690
"ENSMUSG00000073705"	109	298	145	223	67	173
"ENSMUSG00000073716"	0	1	0	1	1	0
"ENSMUSG00000073724"	122	258	237	97	136	172
"ENSMUSG00000073725"	349	184	190	160	275	168
"ENSMUSG00000073733"	23	45	32	21	21	43
"ENSMUSG00000073752"	0	0	0	0	1	1
"ENSMUSG00000073753"	0	5	0	1	2	2
"ENSMUSG00000073755"	0	1	0	0	0	0
"ENSMUSG00000073758"	0	2	1	4	3	0
"ENSMUSG00000073761"	10	7	14	7	12	0
"ENSMUSG00000073768"	6	4	3	0	4	4
"ENSMUSG00000073771"	15	47	6	47	12	24
"ENSMUSG00000073775"	56	203	43	153	68	101
"ENSMUSG00000073791"	23	10	13	17	9	20
"ENSMUSG00000073792"	51	61	38	0	28	30
"ENSMUSG00000073795"	0	0	0	0	2	1
"ENSMUSG00000073802"	173	67	48	113	78	103
"ENSMUSG00000073804"	0	0	0	1	0	0
"ENSMUSG00000073805"	18	39	22	35	19	24
"ENSMUSG00000073838"	648	823	554	803	601	837
"ENSMUSG00000073856"	63	32	24	28	29	41
"ENSMUSG00000073877"	0	1	1	0	0	0
"ENSMUSG00000073878"	0	0	0	1	0	0
"ENSMUSG00000073888"	44	25	18	32	151	24
"ENSMUSG00000073889"	144	123	102	182	195	138
"ENSMUSG00000073893"	43	39	26	29	39	9
"ENSMUSG00000073896"	1	9	3	3	7	1
"ENSMUSG00000073898"	4	3	4	3	4	1
"ENSMUSG00000073900"	8	6	9	10	7	3
"ENSMUSG00000073907"	0	2	0	1	0	2
"ENSMUSG00000073910"	35	78	65	106	55	68
"ENSMUSG00000073915"	31	31	14	18	28	18
"ENSMUSG00000073924"	26	38	50	37	39	26
"ENSMUSG00000073925"	1	0	0	0	1	0
"ENSMUSG00000073926"	1	0	0	0	2	1
"ENSMUSG00000073931"	147	165	100	151	173	100
"ENSMUSG00000073945"	1	1	0	2	0	0
"ENSMUSG00000073953"	0	3	4	1	0	1
"ENSMUSG00000073962"	0	0	1	3	2	2
"ENSMUSG00000073968"	45	21	29	29	15	31
"ENSMUSG00000073969"	2	0	0	0	1	0
"ENSMUSG00000073972"	0	0	0	0	1	0
"ENSMUSG00000073973"	6	7	11	1	3	2
"ENSMUSG00000073974"	0	0	1	0	1	0
"ENSMUSG00000073980"	0	1	0	0	0	1
"ENSMUSG00000073982"	252	293	198	248	200	161
"ENSMUSG00000073987"	437	396	308	376	329	296
"ENSMUSG00000073988"	181	163	108	88	46	91
"ENSMUSG00000073995"	6	3	5	3	3	6
"ENSMUSG00000074001"	3	5	0	2	0	0
"ENSMUSG00000074004"	0	1	0	0	1	0
"ENSMUSG00000074006"	0	1	0	0	0	0
"ENSMUSG00000074029"	0	0	0	0	0	1
"ENSMUSG00000074030"	44	63	52	55	60	75
"ENSMUSG00000074034"	0	1	1	0	1	0
"ENSMUSG00000074037"	1	3	0	0	0	0
"ENSMUSG00000074061"	1	4	1	1	3	0
"ENSMUSG00000074063"	0	3	0	1	0	0
"ENSMUSG00000074064"	34	14	26	16	26	13
"ENSMUSG00000074065"	0	1	2	2	2	1
"ENSMUSG00000074071"	3	15	6	9	13	12
"ENSMUSG00000074088"	106	456	230	201	97	189
"ENSMUSG00000074093"	70	18	31	72	199	66
"ENSMUSG00000074102"	54	56	57	51	83	40
"ENSMUSG00000074108"	5	0	0	0	1	0
"ENSMUSG00000074121"	2	2	0	0	1	0
"ENSMUSG00000074129"	31425	35724	29335	29680	22296	23901
"ENSMUSG00000074139"	21	7	10	5	6	5
"ENSMUSG00000074141"	3	2	1	2	1	4
"ENSMUSG00000074151"	1	0	0	2	0	0
"ENSMUSG00000074156"	0	1	0	0	0	0
"ENSMUSG00000074158"	23	17	15	19	41	24
"ENSMUSG00000074164"	0	4	8	0	0	0
"ENSMUSG00000074165"	63	60	73	51	70	68
"ENSMUSG00000074166"	71	40	62	54	71	39
"ENSMUSG00000074170"	251	151	299	124	267	88
"ENSMUSG00000074178"	7	1	3	0	5	6
"ENSMUSG00000074179"	7	16	4	4	4	4
"ENSMUSG00000074182"	101	249	87	235	136	246
"ENSMUSG00000074183"	2	17	0	1	0	1
"ENSMUSG00000074194"	4	10	8	7	11	6
"ENSMUSG00000074196"	0	0	0	0	1	0
"ENSMUSG00000074199"	1	0	0	0	0	0
"ENSMUSG00000074203"	3	3	7	4	3	1
"ENSMUSG00000074211"	180	163	82	166	124	69
"ENSMUSG00000074212"	361	778	480	267	329	558
"ENSMUSG00000074213"	0	2	0	0	0	1
"ENSMUSG00000074215"	21	8	19	10	35	8
"ENSMUSG00000074217"	0	0	1	0	0	1
"ENSMUSG00000074218"	120	97	33	70	89	62
"ENSMUSG00000074219"	10	3	4	3	15	4
"ENSMUSG00000074220"	41	46	25	27	15	34
"ENSMUSG00000074221"	25	29	22	18	24	26
"ENSMUSG00000074224"	1	0	0	0	0	1
"ENSMUSG00000074227"	9	11	3	5	11	4
"ENSMUSG00000074228"	2	2	1	0	0	0
"ENSMUSG00000074232"	3	1	0	0	3	2
"ENSMUSG00000074238"	57	93	47	63	87	59
"ENSMUSG00000074240"	1	0	1	0	0	1
"ENSMUSG00000074247"	341	683	269	491	263	425
"ENSMUSG00000074250"	1	0	0	3	0	3
"ENSMUSG00000074259"	6	3	7	5	0	8
"ENSMUSG00000074264"	6	0	0	2	5	1
"ENSMUSG00000074268"	1	2	1	1	3	3
"ENSMUSG00000074269"	0	1	1	1	1	2
"ENSMUSG00000074272"	4	4	3	4	2	3
"ENSMUSG00000074277"	1	0	0	0	0	1
"ENSMUSG00000074280"	1	4	4	3	4	0
"ENSMUSG00000074282"	29	29	13	23	47	18
"ENSMUSG00000074283"	12	2	6	3	4	8
"ENSMUSG00000074291"	2	5	1	5	2	2
"ENSMUSG00000074305"	150	149	131	132	178	132
"ENSMUSG00000074336"	7	8	7	7	6	11
"ENSMUSG00000074340"	15	12	7	9	10	12
"ENSMUSG00000074342"	0	1	1	0	0	0
"ENSMUSG00000074344"	0	1	0	0	0	0
"ENSMUSG00000074345"	0	1	0	0	1	0
"ENSMUSG00000074358"	120	129	73	100	70	95
"ENSMUSG00000074359"	38	6	26	14	68	28
"ENSMUSG00000074364"	106	195	74	168	70	160
"ENSMUSG00000074365"	0	0	0	0	3	0
"ENSMUSG00000074384"	15	16	12	4	11	3
"ENSMUSG00000074397"	6	2	3	1	5	4
"ENSMUSG00000074403"	6	7	9	12	2	6
"ENSMUSG00000074405"	99	108	73	96	117	90
"ENSMUSG00000074406"	32	31	51	36	36	34
"ENSMUSG00000074412"	2	0	0	0	4	1
"ENSMUSG00000074437"	0	0	0	0	3	0
"ENSMUSG00000074442"	4	0	0	0	0	0
"ENSMUSG00000074444"	0	0	0	0	1	0
"ENSMUSG00000074445"	0	0	1	0	0	0
"ENSMUSG00000074452"	11	7	9	4	11	8
"ENSMUSG00000074457"	302	197	234	89	167	61
"ENSMUSG00000074467"	0	0	0	0	2	0
"ENSMUSG00000074472"	0	1	2	0	0	2
"ENSMUSG00000074473"	1	0	0	0	0	0
"ENSMUSG00000074476"	746	1179	793	908	463	749
"ENSMUSG00000074479"	2	0	1	0	2	1
"ENSMUSG00000074480"	258	136	185	172	269	171
"ENSMUSG00000074483"	0	2	0	0	0	0
"ENSMUSG00000074486"	0	0	1	0	0	0
"ENSMUSG00000074489"	9	20	0	15	3	13
"ENSMUSG00000074497"	3	0	0	0	1	0
"ENSMUSG00000074500"	22	22	15	8	13	9
"ENSMUSG00000074502"	10	13	17	12	10	9
"ENSMUSG00000074505"	110	69	138	79	164	96
"ENSMUSG00000074513"	272	295	214	275	289	285
"ENSMUSG00000074519"	15	27	24	16	10	14
"ENSMUSG00000074521"	648	399	356	191	306	230
"ENSMUSG00000074527"	117	107	74	71	95	76
"ENSMUSG00000074529"	20	6	28	5	59	17
"ENSMUSG00000074547"	4	0	3	1	0	1
"ENSMUSG00000074553"	0	0	1	0	0	0
"ENSMUSG00000074569"	13	6	3	4	13	12
"ENSMUSG00000074570"	2	1	2	3	5	4
"ENSMUSG00000074575"	4	26	3	34	0	28
"ENSMUSG00000074576"	7	14	9	12	19	10
"ENSMUSG00000074577"	2	3	1	2	2	0
"ENSMUSG00000074579"	23	9	20	8	12	5
"ENSMUSG00000074580"	15	11	15	13	19	9
"ENSMUSG00000074582"	49	56	42	50	70	48
"ENSMUSG00000074591"	8	3	3	3	4	1
"ENSMUSG00000074594"	0	0	0	1	0	0
"ENSMUSG00000074595"	0	1	0	0	1	2
"ENSMUSG00000074604"	1	5	2	2	1	6
"ENSMUSG00000074607"	24	89	28	120	27	77
"ENSMUSG00000074622"	16	12	19	1	21	3
"ENSMUSG00000074623"	2	1	0	1	0	0
"ENSMUSG00000074627"	1	7	3	2	2	2
"ENSMUSG00000074628"	2	3	5	4	3	1
"ENSMUSG00000074629"	102	44	158	70	145	36
"ENSMUSG00000074634"	28	27	6	19	23	17
"ENSMUSG00000074635"	15	9	4	7	9	5
"ENSMUSG00000074637"	949	356	576	367	1046	306
"ENSMUSG00000074643"	86	85	83	59	97	79
"ENSMUSG00000074646"	11	9	9	6	11	6
"ENSMUSG00000074647"	0	0	0	0	0	1
"ENSMUSG00000074649"	151	133	127	162	164	124
"ENSMUSG00000074652"	3	3	3	4	3	14
"ENSMUSG00000074653"	8	27	24	6	7	18
"ENSMUSG00000074656"	3421	7928	4240	5298	2902	5677
"ENSMUSG00000074657"	3	2	1	1	5	1
"ENSMUSG00000074671"	0	0	1	0	1	0
"ENSMUSG00000074673"	3	2	1	1	1	0
"ENSMUSG00000074676"	1	3	0	0	0	0
"ENSMUSG00000074678"	0	9	1	2	0	0
"ENSMUSG00000074682"	41	38	18	49	31	21
"ENSMUSG00000074698"	1866	2115	1405	1922	1546	1524
"ENSMUSG00000074715"	3	2	5	0	5	0
"ENSMUSG00000074731"	7	32	7	23	10	14
"ENSMUSG00000074733"	178	182	220	127	291	116
"ENSMUSG00000074735"	1	6	2	8	4	1
"ENSMUSG00000074736"	1	0	0	2	1	1
"ENSMUSG00000074737"	0	0	0	0	1	0
"ENSMUSG00000074738"	28	45	23	45	33	29
"ENSMUSG00000074739"	0	0	1	0	0	0
"ENSMUSG00000074746"	39	57	25	47	56	49
"ENSMUSG00000074748"	1740	1384	1454	1214	1250	983
"ENSMUSG00000074749"	293	213	197	181	269	128
"ENSMUSG00000074754"	415	605	342	411	334	416
"ENSMUSG00000074766"	5	1	4	3	4	2
"ENSMUSG00000074771"	4	5	2	3	3	1
"ENSMUSG00000074781"	2087	2432	1624	2184	1572	1968
"ENSMUSG00000074785"	38	22	47	23	58	21
"ENSMUSG00000074793"	3	12	7	4	6	22
"ENSMUSG00000074794"	314	102	109	74	137	81
"ENSMUSG00000074796"	8	6	9	7	6	9
"ENSMUSG00000074797"	625	1147	605	909	647	866
"ENSMUSG00000074800"	567	720	632	3695	521	557
"ENSMUSG00000074802"	181	228	157	170	116	217
"ENSMUSG00000074807"	29	12	15	10	20	9
"ENSMUSG00000074811"	15	10	5	13	11	11
"ENSMUSG00000074818"	0	0	0	2	0	1
"ENSMUSG00000074824"	9	10	18	9	25	9
"ENSMUSG00000074825"	27	111	16	96	20	70
"ENSMUSG00000074826"	2	6	4	7	5	3
"ENSMUSG00000074829"	73	48	46	26	48	26
"ENSMUSG00000074832"	1	0	0	2	0	0
"ENSMUSG00000074846"	4	18	0	31	0	10
"ENSMUSG00000074847"	1	1	0	4	2	1
"ENSMUSG00000074862"	25	21	23	32	24	17
"ENSMUSG00000074863"	52	64	59	53	73	45
"ENSMUSG00000074865"	111	64	73	79	71	79
"ENSMUSG00000074867"	24	14	13	21	17	17
"ENSMUSG00000074881"	1	0	1	0	3	0
"ENSMUSG00000074884"	10726	12368	10208	8822	9092	7482
"ENSMUSG00000074886"	56	88	60	63	66	65
"ENSMUSG00000074890"	75	119	45	104	59	59
"ENSMUSG00000074892"	27	9	14	5	30	7
"ENSMUSG00000074895"	0	2	2	0	3	1
"ENSMUSG00000074896"	2	1	1	2	18	0
"ENSMUSG00000074909"	49	30	39	37	62	38
"ENSMUSG00000074913"	0	0	0	1	0	0
"ENSMUSG00000074916"	22	67	22	38	20	29
"ENSMUSG00000074918"	57	66	45	86	64	66
"ENSMUSG00000074922"	93	76	76	72	76	35
"ENSMUSG00000074923"	1	2	0	3	0	4
"ENSMUSG00000074925"	71	169	53	121	94	115
"ENSMUSG00000074930"	2	6	4	6	3	1
"ENSMUSG00000074934"	0	1	0	0	0	0
"ENSMUSG00000074939"	1	0	0	0	0	0
"ENSMUSG00000074945"	3	0	2	0	1	0
"ENSMUSG00000074946"	0	0	1	0	0	0
"ENSMUSG00000074947"	25	21	18	20	26	23
"ENSMUSG00000074955"	0	2	0	5	0	0
"ENSMUSG00000074965"	46	70	49	41	58	51
"ENSMUSG00000074968"	50	85	53	63	32	69
"ENSMUSG00000074971"	1	0	0	0	1	1
"ENSMUSG00000074973"	1	0	0	0	0	0
"ENSMUSG00000074978"	0	1	0	1	0	0
"ENSMUSG00000074981"	51	11	33	9	48	14
"ENSMUSG00000074994"	96	132	91	112	145	116
"ENSMUSG00000074997"	0	1	2	0	0	0
"ENSMUSG00000075000"	59	70	45	28	34	33
"ENSMUSG00000075002"	0	0	0	0	1	0
"ENSMUSG00000075012"	91	89	47	50	128	39
"ENSMUSG00000075014"	36	39	62	75	136	12
"ENSMUSG00000075015"	0	1	0	0	11	0
"ENSMUSG00000075028"	44	66	79	25	60	30
"ENSMUSG00000075031"	2	5	8	6	5	8
"ENSMUSG00000075033"	21	31	25	24	22	19
"ENSMUSG00000075036"	1	0	0	0	1	0
"ENSMUSG00000075040"	105	163	141	128	150	143
"ENSMUSG00000075054"	660	797	498	766	564	746
"ENSMUSG00000075062"	14	22	12	8	11	8
"ENSMUSG00000075068"	1	2	0	1	1	0
"ENSMUSG00000075069"	71	55	215	55	274	32
"ENSMUSG00000075073"	0	0	1	1	0	0
"ENSMUSG00000075074"	5	7	11	3	9	7
"ENSMUSG00000075078"	31	46	61	20	83	31
"ENSMUSG00000075081"	16	12	25	6	26	8
"ENSMUSG00000075091"	5	8	5	9	14	3
"ENSMUSG00000075097"	0	0	0	0	0	1
"ENSMUSG00000075099"	9	4	4	3	7	5
"ENSMUSG00000075102"	17	25	15	13	37	24
"ENSMUSG00000075104"	0	0	0	1	4	1
"ENSMUSG00000075113"	9	5	14	18	18	14
"ENSMUSG00000075115"	3	4	4	7	21	8
"ENSMUSG00000075117"	1	4	1	0	1	3
"ENSMUSG00000075120"	0	1	2	4	6	1
"ENSMUSG00000075121"	0	1	0	0	0	0
"ENSMUSG00000075122"	1	6	1	1	1	2
"ENSMUSG00000075125"	1	2	2	0	3	2
"ENSMUSG00000075132"	8	14	8	8	6	14
"ENSMUSG00000075139"	1	0	1	0	3	2
"ENSMUSG00000075140"	1	1	1	5	5	2
"ENSMUSG00000075141"	3	7	10	4	4	4
"ENSMUSG00000075143"	5	3	2	4	7	6
"ENSMUSG00000075144"	61	76	100	52	79	55
"ENSMUSG00000075160"	0	0	0	1	2	2
"ENSMUSG00000075164"	4	3	8	2	12	8
"ENSMUSG00000075165"	0	1	2	0	1	0
"ENSMUSG00000075168"	0	0	0	0	1	0
"ENSMUSG00000075170"	0	0	1	0	0	0
"ENSMUSG00000075172"	6	6	6	5	15	9
"ENSMUSG00000075174"	6	7	8	7	8	4
"ENSMUSG00000075176"	0	0	1	0	0	1
"ENSMUSG00000075195"	0	2	3	1	2	1
"ENSMUSG00000075199"	0	0	1	0	0	0
"ENSMUSG00000075200"	1	0	0	0	0	2
"ENSMUSG00000075209"	0	0	1	0	0	0
"ENSMUSG00000075210"	20	10	7	9	18	4
"ENSMUSG00000075219"	1	0	0	0	1	0
"ENSMUSG00000075222"	0	0	1	0	0	0
"ENSMUSG00000075224"	0	1	1	2	0	1
"ENSMUSG00000075225"	44	40	73	1	88	27
"ENSMUSG00000075227"	72	112	57	105	58	80
"ENSMUSG00000075229"	583	821	541	623	350	720
"ENSMUSG00000075232"	991	2051	863	1244	837	1305
"ENSMUSG00000075245"	0	0	0	1	0	0
"ENSMUSG00000075254"	58	71	73	51	67	45
"ENSMUSG00000075256"	31	0	32	24	31	25
"ENSMUSG00000075266"	865	1525	845	997	452	979
"ENSMUSG00000075267"	2	3	1	2	1	1
"ENSMUSG00000075270"	3	6	6	2	3	1
"ENSMUSG00000075271"	21	26	22	38	29	42
"ENSMUSG00000075272"	0	0	1	1	2	0
"ENSMUSG00000075273"	64	29	41	27	81	12
"ENSMUSG00000075276"	0	0	0	1	0	0
"ENSMUSG00000075279"	891	1042	847	801	643	616
"ENSMUSG00000075284"	37	52	34	40	37	41
"ENSMUSG00000075288"	1	0	0	0	0	0
"ENSMUSG00000075289"	5	6	2	2	4	2
"ENSMUSG00000075296"	3	0	1	2	1	0
"ENSMUSG00000075297"	8	19	1	6	1	6
"ENSMUSG00000075302"	9	45	10	9	3	2
"ENSMUSG00000075304"	0	0	0	1	0	0
"ENSMUSG00000075307"	1	3	4	2	4	2
"ENSMUSG00000075318"	29	25	8	16	29	13
"ENSMUSG00000075324"	37	33	40	24	28	19
"ENSMUSG00000075327"	18	26	12	29	18	23
"ENSMUSG00000075334"	234	187	136	108	49	111
"ENSMUSG00000075370"	3	0	0	0	0	0
"ENSMUSG00000075376"	311	198	275	199	492	226
"ENSMUSG00000075377"	9	6	7	3	9	6
"ENSMUSG00000075378"	0	0	0	1	0	0
"ENSMUSG00000075382"	0	0	0	0	1	0
"ENSMUSG00000075383"	5	10	3	3	11	7
"ENSMUSG00000075387"	3	2	3	7	6	2
"ENSMUSG00000075390"	1	1	0	0	0	0
"ENSMUSG00000075391"	0	0	0	0	1	0
"ENSMUSG00000075394"	4	0	0	17	71	4
"ENSMUSG00000075395"	0	0	1	1	1	2
"ENSMUSG00000075402"	1	0	0	0	0	0
"ENSMUSG00000075405"	0	0	0	1	0	0
"ENSMUSG00000075408"	86	96	92	61	130	83
"ENSMUSG00000075410"	9	7	9	11	10	7
"ENSMUSG00000075415"	1384	1848	1027	1413	1566	1154
"ENSMUSG00000075419"	141	191	99	161	154	135
"ENSMUSG00000075420"	5	4	2	1	4	3
"ENSMUSG00000075425"	5	0	0	0	9	0
"ENSMUSG00000075427"	0	1	0	1	2	0
"ENSMUSG00000075467"	730	972	582	794	499	687
"ENSMUSG00000075469"	10	8	10	12	10	11
"ENSMUSG00000075470"	119	173	110	147	154	144
"ENSMUSG00000075478"	19	10	18	2	3	8
"ENSMUSG00000075480"	2	0	1	0	0	1
"ENSMUSG00000075486"	1043	990	1374	810	972	715
"ENSMUSG00000075502"	37	29	32	17	32	34
"ENSMUSG00000075510"	1	0	0	0	1	0
"ENSMUSG00000075524"	0	0	1	0	0	0
"ENSMUSG00000075525"	3	1	0	2	4	0
"ENSMUSG00000075528"	310	496	370	386	276	327
"ENSMUSG00000075543"	0	0	0	1	0	0
"ENSMUSG00000075551"	2	1	2	1	0	0
"ENSMUSG00000075569"	3	2	0	0	3	1
"ENSMUSG00000075581"	5	0	11	0	1	2
"ENSMUSG00000075588"	133	150	0	143	162	128
"ENSMUSG00000075590"	194	69	114	77	379	54
"ENSMUSG00000075592"	261	186	245	112	343	135
"ENSMUSG00000075593"	147	133	109	107	162	99
"ENSMUSG00000075595"	228	218	153	228	291	168
"ENSMUSG00000075596"	25	26	23	21	33	27
"ENSMUSG00000075600"	40	41	39	42	52	50
"ENSMUSG00000075700"	385	341	279	311	336	253
"ENSMUSG00000075701"	714	1130	606	781	581	607
"ENSMUSG00000075702"	345	725	488	520	474	351
"ENSMUSG00000075703"	107	113	70	93	98	111
"ENSMUSG00000075704"	36	42	23	27	37	27
"ENSMUSG00000075705"	315	246	308	259	299	201
"ENSMUSG00000075706"	4317	3992	3175	3624	4751	2817
"ENSMUSG00000076430"	2	1	0	0	0	0
"ENSMUSG00000076431"	4233	1139	3113	1519	4020	1186
"ENSMUSG00000076432"	3789	5093	2858	4126	2951	3367
"ENSMUSG00000076433"	1	0	2	2	0	0
"ENSMUSG00000076434"	14	5	10	8	21	4
"ENSMUSG00000076435"	116	111	108	109	186	84
"ENSMUSG00000076437"	3094	5120	3570	3829	2756	3390
"ENSMUSG00000076441"	37	183	23	103	17	38
"ENSMUSG00000076552"	0	0	0	0	1	0
"ENSMUSG00000076609"	1	0	1	0	2	1
"ENSMUSG00000076755"	0	0	0	0	0	1
"ENSMUSG00000076758"	4	3	3	2	6	0
"ENSMUSG00000076759"	0	0	0	0	1	0
"ENSMUSG00000076858"	1	0	0	0	2	0
"ENSMUSG00000076865"	0	0	0	0	1	0
"ENSMUSG00000076867"	0	0	1	0	0	0
"ENSMUSG00000076882"	0	0	0	0	2	1
"ENSMUSG00000076909"	0	0	1	0	0	0
"ENSMUSG00000076911"	0	0	1	0	0	2
"ENSMUSG00000076928"	0	0	0	1	1	0
"ENSMUSG00000077450"	1318	1193	1192	1199	1712	979
"ENSMUSG00000078091"	2	2	0	0	2	2
"ENSMUSG00000078097"	0	0	2	0	1	1
"ENSMUSG00000078125"	2	0	0	0	7	2
"ENSMUSG00000078126"	0	1	1	0	0	1
"ENSMUSG00000078129"	0	2	0	2	0	0
"ENSMUSG00000078134"	0	1	0	0	1	0
"ENSMUSG00000078139"	0	0	1	0	0	0
"ENSMUSG00000078154"	45	27	0	49	187	108
"ENSMUSG00000078157"	0	2	1	0	2	1
"ENSMUSG00000078160"	3	4	6	1	1	2
"ENSMUSG00000078161"	1	2	0	3	1	3
"ENSMUSG00000078173"	0	0	0	0	0	1
"ENSMUSG00000078180"	1	2	0	1	1	0
"ENSMUSG00000078184"	20	24	25	17	24	25
"ENSMUSG00000078185"	32	33	18	28	26	18
"ENSMUSG00000078192"	0	4	2	0	3	2
"ENSMUSG00000078193"	24585	32457	25538	23237	19400	19659
"ENSMUSG00000078201"	219	187	135	155	167	133
"ENSMUSG00000078202"	257	49	130	33	232	34
"ENSMUSG00000078213"	0	0	1	0	0	0
"ENSMUSG00000078234"	22	31	27	45	15	28
"ENSMUSG00000078240"	31	55	61	51	39	39
"ENSMUSG00000078249"	236	0	109	447	0	268
"ENSMUSG00000078251"	0	0	1	1	1	0
