"ensembl_gene_id"	"Ctrl1"	"Ctrl2"	"Ctrl3"	"Scr1"	"Scr2"	"Scr3"
"ENSMUSG00000021494"	413	336	296	333	308	292
"ENSMUSG00000021495"	208	173	229	125	253	145
"ENSMUSG00000021496"	220	158	82	123	124	46
"ENSMUSG00000021497"	739	645	384	650	743	288
"ENSMUSG00000021499"	1	0	0	0	1	0
"ENSMUSG00000021500"	297	682	412	434	362	438
"ENSMUSG00000021501"	298	306	247	251	311	234
"ENSMUSG00000021504"	167	130	119	118	110	133
"ENSMUSG00000021508"	12	3	1	1	9	8
"ENSMUSG00000021509"	0	5	0	4	2	1
"ENSMUSG00000021510"	202	125	155	83	206	95
"ENSMUSG00000021514"	331	164	185	143	303	131
"ENSMUSG00000021518"	537	464	397	429	594	423
"ENSMUSG00000021519"	369	358	331	266	383	298
"ENSMUSG00000021520"	3454	5170	5153	3778	2984	3349
"ENSMUSG00000021532"	73	105	46	83	49	47
"ENSMUSG00000021534"	0	0	1	1	1	0
"ENSMUSG00000021536"	58	40	39	25	191	36
"ENSMUSG00000021537"	2106	2295	1885	1814	1546	1673
"ENSMUSG00000021539"	1	0	0	0	0	0
"ENSMUSG00000021540"	231	567	275	474	389	446
"ENSMUSG00000021541"	0	0	0	1	4	3
"ENSMUSG00000021546"	5874	6393	5563	6227	5639	6205
"ENSMUSG00000021548"	845	1014	745	898	695	755
"ENSMUSG00000021549"	97	111	66	81	108	79
"ENSMUSG00000021550"	11	23	17	33	18	25
"ENSMUSG00000021552"	176	134	166	137	230	96
"ENSMUSG00000021553"	0	1	0	0	0	0
"ENSMUSG00000021555"	359	393	282	381	402	318
"ENSMUSG00000021556"	347	793	200	500	209	449
"ENSMUSG00000021557"	37	61	42	52	44	49
"ENSMUSG00000021559"	84	48	64	49	170	50
"ENSMUSG00000021567"	10	15	1	6	6	1
"ENSMUSG00000021569"	61	100	59	90	39	94
"ENSMUSG00000021572"	44	38	32	36	26	34
"ENSMUSG00000021573"	22	6	13	8	11	3
"ENSMUSG00000021575"	2	5	15	0	14	6
"ENSMUSG00000021576"	1042	1113	973	998	982	926
"ENSMUSG00000021577"	1271	1210	1042	1276	1183	1161
"ENSMUSG00000021578"	304	372	217	280	248	283
"ENSMUSG00000021579"	0	1	0	0	0	0
"ENSMUSG00000021583"	32	32	7	26	32	27
"ENSMUSG00000021585"	46	80	13	59	82	74
"ENSMUSG00000021587"	10	5	0	1	0	2
"ENSMUSG00000021589"	365	257	183	273	338	255
"ENSMUSG00000021590"	2	2	2	7	7	4
"ENSMUSG00000021591"	501	369	397	360	412	231
"ENSMUSG00000021592"	491	278	332	171	307	156
"ENSMUSG00000021594"	98	86	90	85	90	71
"ENSMUSG00000021595"	139	287	104	271	83	264
"ENSMUSG00000021596"	3	2	4	3	5	3
"ENSMUSG00000021597"	125	94	70	78	53	67
"ENSMUSG00000021598"	635	1217	629	1140	602	988
"ENSMUSG00000021606"	2146	2459	1951	1910	1872	1687
"ENSMUSG00000021607"	783	1039	783	848	654	779
"ENSMUSG00000021608"	244	131	100	136	220	79
"ENSMUSG00000021610"	264	347	158	281	207	285
"ENSMUSG00000021611"	1	0	0	2	2	0
"ENSMUSG00000021613"	1	2	0	2	0	0
"ENSMUSG00000021614"	1092	1047	820	764	1148	650
"ENSMUSG00000021615"	268	289	212	183	289	236
"ENSMUSG00000021619"	107	68	62	84	116	66
"ENSMUSG00000021620"	1	1	1	1	0	0
"ENSMUSG00000021621"	287	626	351	370	263	368
"ENSMUSG00000021622"	0	1	0	2	3	0
"ENSMUSG00000021624"	1	8	1	2	1	1
"ENSMUSG00000021629"	128	173	101	111	97	138
"ENSMUSG00000021635"	105	126	94	151	104	96
"ENSMUSG00000021636"	0	0	0	0	1	0
"ENSMUSG00000021639"	154	264	127	203	151	168
"ENSMUSG00000021643"	893	883	857	805	983	699
"ENSMUSG00000021645"	289	604	278	448	281	452
"ENSMUSG00000021646"	169	134	106	122	179	99
"ENSMUSG00000021647"	1	0	0	0	0	1
"ENSMUSG00000021650"	117	251	161	214	142	187
"ENSMUSG00000021660"	5145	7089	5038	5744	4026	4846
"ENSMUSG00000021661"	478	275	353	233	526	228
"ENSMUSG00000021662"	18	14	2	20	30	15
"ENSMUSG00000021665"	677	295	331	302	734	272
"ENSMUSG00000021666"	153	191	172	194	187	140
"ENSMUSG00000021668"	64	54	44	48	65	43
"ENSMUSG00000021669"	40	30	25	39	75	30
"ENSMUSG00000021670"	737	1180	412	835	413	830
"ENSMUSG00000021671"	75	85	83	64	63	75
"ENSMUSG00000021675"	0	4	0	6	2	0
"ENSMUSG00000021676"	76	70	68	79	67	66
"ENSMUSG00000021678"	0	0	0	1	0	0
"ENSMUSG00000021681"	100	82	73	57	108	71
"ENSMUSG00000021684"	4	11	5	10	11	6
"ENSMUSG00000021686"	223	212	186	203	193	136
"ENSMUSG00000021687"	172	96	72	104	184	98
"ENSMUSG00000021690"	112	88	102	120	167	88
"ENSMUSG00000021692"	105	248	97	203	67	222
"ENSMUSG00000021693"	169	216	135	173	160	161
"ENSMUSG00000021694"	38	87	40	65	47	70
"ENSMUSG00000021696"	38	23	15	19	17	17
"ENSMUSG00000021697"	127	156	118	140	85	149
"ENSMUSG00000021699"	28	18	18	17	25	11
"ENSMUSG00000021700"	6	33	5	5	9	7
"ENSMUSG00000021701"	297	1775	234	1289	128	1287
"ENSMUSG00000021703"	676	530	481	583	615	407
"ENSMUSG00000021704"	47	56	36	45	48	38
"ENSMUSG00000021706"	57	51	50	44	54	37
"ENSMUSG00000021707"	380	601	283	491	208	396
"ENSMUSG00000021708"	3	3	2	0	5	2
"ENSMUSG00000021709"	113	129	94	81	142	88
"ENSMUSG00000021710"	130	149	107	122	110	111
"ENSMUSG00000021711"	353	352	272	313	248	328
"ENSMUSG00000021712"	86	75	70	87	99	67
"ENSMUSG00000021713"	196	211	151	145	113	107
"ENSMUSG00000021714"	205	359	256	277	109	230
"ENSMUSG00000021715"	154	173	125	148	131	143
"ENSMUSG00000021716"	502	397	495	306	593	293
"ENSMUSG00000021719"	72	92	53	83	32	80
"ENSMUSG00000021720"	185	72	103	64	177	70
"ENSMUSG00000021725"	10	26	8	15	25	18
"ENSMUSG00000021728"	239	1182	665	360	263	695
"ENSMUSG00000021730"	0	0	0	0	0	1
"ENSMUSG00000021731"	21	35	22	28	34	19
"ENSMUSG00000021732"	1	0	2	0	0	0
"ENSMUSG00000021733"	103	159	68	93	121	102
"ENSMUSG00000021737"	1307	1745	1173	1510	1075	1307
"ENSMUSG00000021738"	48	42	38	25	60	20
"ENSMUSG00000021741"	1	0	0	0	0	0
"ENSMUSG00000021745"	141	175	75	118	172	99
"ENSMUSG00000021747"	11	30	23	43	15	19
"ENSMUSG00000021748"	1170	1322	879	1181	877	973
"ENSMUSG00000021749"	0	1	0	0	0	0
"ENSMUSG00000021750"	0	0	5	1	3	1
"ENSMUSG00000021751"	160	275	138	91	113	213
"ENSMUSG00000021752"	11	19	7	10	9	17
"ENSMUSG00000021754"	538	332	504	516	604	492
"ENSMUSG00000021756"	168	113	71	105	235	110
"ENSMUSG00000021758"	0	1	0	0	0	0
"ENSMUSG00000021759"	149	204	56	113	98	59
"ENSMUSG00000021760"	824	504	639	593	1106	550
"ENSMUSG00000021763"	1	1	1	0	1	1
"ENSMUSG00000021764"	1726	2142	1620	1700	1434	1460
"ENSMUSG00000021765"	2	7	3	5	0	5
"ENSMUSG00000021767"	202	108	220	144	268	97
"ENSMUSG00000021768"	0	1	0	1	0	1
"ENSMUSG00000021770"	324	242	245	323	388	271
"ENSMUSG00000021771"	2990	5106	2193	4132	1975	3707
"ENSMUSG00000021772"	122	144	115	130	127	124
"ENSMUSG00000021773"	85	183	80	170	50	117
"ENSMUSG00000021774"	360	473	273	415	340	374
"ENSMUSG00000021775"	18	26	13	29	78	15
"ENSMUSG00000021779"	11	7	7	7	14	1
"ENSMUSG00000021782"	94	85	73	85	142	80
"ENSMUSG00000021785"	184	152	96	136	132	119
"ENSMUSG00000021786"	33	18	14	21	32	23
"ENSMUSG00000021790"	0	0	0	0	2	0
"ENSMUSG00000021792"	116	62	78	1	11	7
"ENSMUSG00000021794"	529	157	128	126	745	111
"ENSMUSG00000021796"	152	109	104	106	242	87
"ENSMUSG00000021797"	1	1	0	0	0	0
"ENSMUSG00000021798"	1	1	0	0	1	3
"ENSMUSG00000021803"	0	0	0	1	0	1
"ENSMUSG00000021804"	12	5	11	7	6	4
"ENSMUSG00000021806"	68	98	42	71	88	49
"ENSMUSG00000021807"	2760	2912	3426	2745	2166	2121
"ENSMUSG00000021809"	95	53	81	47	110	38
"ENSMUSG00000021810"	210	273	185	225	181	205
"ENSMUSG00000021811"	1235	1584	1098	1539	963	1449
"ENSMUSG00000021814"	7	18	10	19	44	19
"ENSMUSG00000021815"	6	10	8	5	15	8
"ENSMUSG00000021816"	127	153	114	131	176	152
"ENSMUSG00000021819"	76	97	71	92	113	72
"ENSMUSG00000021820"	288	214	139	192	282	167
"ENSMUSG00000021822"	4	9	0	2	0	1
"ENSMUSG00000021823"	186	187	122	176	292	171
"ENSMUSG00000021824"	405	399	317	366	375	361
"ENSMUSG00000021830"	311	300	298	200	315	223
"ENSMUSG00000021831"	232	160	104	133	114	175
"ENSMUSG00000021832"	1197	1612	1178	1345	1096	1165
"ENSMUSG00000021835"	1	0	2	1	2	3
"ENSMUSG00000021838"	9	76	7	73	20	53
"ENSMUSG00000021840"	446	674	417	541	434	558
"ENSMUSG00000021843"	1476	1794	1255	1210	1501	1193
"ENSMUSG00000021846"	143	91	151	95	245	78
"ENSMUSG00000021850"	14	25	11	7	2	6
"ENSMUSG00000021852"	88	43	75	19	22	19
"ENSMUSG00000021866"	2	5	2	4	4	1
"ENSMUSG00000021867"	345	304	272	197	303	179
"ENSMUSG00000021868"	146	228	87	192	117	163
"ENSMUSG00000021870"	131	150	127	164	178	141
"ENSMUSG00000021872"	1	1	0	0	1	1
"ENSMUSG00000021876"	23	55	16	22	17	29
"ENSMUSG00000021877"	1212	2252	462	843	937	1978
"ENSMUSG00000021879"	0	0	0	0	0	1
"ENSMUSG00000021880"	1	1	1	1	3	1
"ENSMUSG00000021884"	88	52	85	55	123	36
"ENSMUSG00000021890"	79	137	59	161	74	165
"ENSMUSG00000021891"	274	244	237	260	303	246
"ENSMUSG00000021892"	24	15	16	24	15	21
"ENSMUSG00000021893"	110	121	128	113	195	156
"ENSMUSG00000021895"	7	7	8	3	11	5
"ENSMUSG00000021898"	0	1	1	2	1	1
"ENSMUSG00000021900"	143	121	80	105	130	61
"ENSMUSG00000021901"	250	199	159	238	219	212
"ENSMUSG00000021902"	45	50	43	52	46	25
"ENSMUSG00000021903"	0	1	0	0	0	0
"ENSMUSG00000021904"	1	0	1	0	0	0
"ENSMUSG00000021905"	467	893	447	618	405	556
"ENSMUSG00000021906"	84	117	73	127	74	101
"ENSMUSG00000021907"	0	0	1	0	0	0
"ENSMUSG00000021910"	725	671	584	742	934	712
"ENSMUSG00000021911"	391	360	499	264	536	336
"ENSMUSG00000021913"	90	48	49	77	78	71
"ENSMUSG00000021916"	215	242	203	202	199	161
"ENSMUSG00000021917"	3990	4413	3030	3390	2596	2803
"ENSMUSG00000021918"	231	276	274	203	306	216
"ENSMUSG00000021922"	0	2	0	0	0	0
"ENSMUSG00000021928"	467	444	257	315	390	242
"ENSMUSG00000021929"	278	263	199	240	235	253
"ENSMUSG00000021930"	92	136	67	118	113	96
"ENSMUSG00000021932"	642	592	609	483	732	373
"ENSMUSG00000021933"	53	3	34	7	92	6
"ENSMUSG00000021936"	112	149	137	142	162	131
"ENSMUSG00000021938"	144	242	130	226	163	163
"ENSMUSG00000021939"	2161	1044	1128	1173	1897	978
"ENSMUSG00000021943"	0	0	0	0	1	0
"ENSMUSG00000021944"	6	6	2	10	8	13
"ENSMUSG00000021945"	257	232	231	177	268	179
"ENSMUSG00000021947"	27	42	27	34	23	20
"ENSMUSG00000021948"	4	1	1	1	3	0
"ENSMUSG00000021950"	0	1	0	0	0	0
"ENSMUSG00000021951"	515	751	498	583	413	501
"ENSMUSG00000021952"	151	259	124	236	140	202
"ENSMUSG00000021957"	1824	1784	1634	1560	1328	1546
"ENSMUSG00000021958"	115	224	114	201	100	182
"ENSMUSG00000021959"	18	31	8	18	48	21
"ENSMUSG00000021961"	4	1	1	0	2	1
"ENSMUSG00000021962"	222	187	157	192	234	200
"ENSMUSG00000021963"	578	1031	716	453	528	755
"ENSMUSG00000021965"	106	147	99	121	60	130
"ENSMUSG00000021966"	0	1	1	0	0	0
"ENSMUSG00000021967"	620	1126	572	817	514	637
"ENSMUSG00000021969"	479	634	348	504	432	444
"ENSMUSG00000021972"	122	174	121	146	149	157
"ENSMUSG00000021973"	182	108	76	113	136	48
"ENSMUSG00000021974"	11	12	6	15	21	19
"ENSMUSG00000021975"	146	144	173	139	143	138
"ENSMUSG00000021978"	151	130	127	133	179	135
"ENSMUSG00000021981"	299	294	266	275	244	291
"ENSMUSG00000021982"	138	146	128	135	175	107
"ENSMUSG00000021983"	0	0	0	1	2	2
"ENSMUSG00000021986"	119	86	90	144	218	103
"ENSMUSG00000021987"	100	82	55	62	82	81
"ENSMUSG00000021990"	127	34	82	46	198	54
"ENSMUSG00000021991"	12	4	17	12	6	9
"ENSMUSG00000021993"	92	51	54	75	58	33
"ENSMUSG00000021994"	375	192	318	237	353	181
"ENSMUSG00000021996"	1111	1237	1545	998	1028	863
"ENSMUSG00000021997"	0	0	0	0	2	0
"ENSMUSG00000021998"	28	38	35	30	48	32
"ENSMUSG00000021999"	1	0	0	0	0	0
"ENSMUSG00000022000"	344	376	540	312	312	280
"ENSMUSG00000022003"	57	49	51	51	38	55
"ENSMUSG00000022008"	129	112	127	92	104	91
"ENSMUSG00000022009"	102	219	140	209	96	153
"ENSMUSG00000022010"	2612	2267	3198	2874	4230	2346
"ENSMUSG00000022012"	12	15	9	21	27	18
"ENSMUSG00000022013"	406	437	525	377	407	306
"ENSMUSG00000022016"	280	215	211	228	304	188
"ENSMUSG00000022018"	133	9	207	2	0	2
"ENSMUSG00000022019"	113	119	195	125	140	93
"ENSMUSG00000022020"	150	143	224	139	146	118
"ENSMUSG00000022021"	69	126	103	94	67	77
"ENSMUSG00000022022"	53	59	55	56	58	58
"ENSMUSG00000022023"	482	604	624	433	401	420
"ENSMUSG00000022024"	795	912	1263	830	765	774
"ENSMUSG00000022025"	0	0	0	0	3	0
"ENSMUSG00000022026"	0	1	0	1	1	0
"ENSMUSG00000022031"	231	245	194	243	228	252
"ENSMUSG00000022032"	4	8	0	3	0	2
"ENSMUSG00000022033"	655	878	561	763	432	691
"ENSMUSG00000022034"	292	467	302	270	172	300
"ENSMUSG00000022035"	239	407	264	330	279	333
"ENSMUSG00000022037"	76	21	11	20	103	13
"ENSMUSG00000022040"	2	1	0	2	1	1
"ENSMUSG00000022041"	1	0	0	0	0	0
"ENSMUSG00000022043"	1472	1084	1099	892	1432	1078
"ENSMUSG00000022044"	12	0	0	0	1	1
"ENSMUSG00000022048"	1634	1900	1693	1573	1754	1552
"ENSMUSG00000022051"	1619	1443	1341	1434	1500	1330
"ENSMUSG00000022052"	327	452	229	417	286	339
"ENSMUSG00000022053"	6	18	8	8	30	6
"ENSMUSG00000022054"	8	21	2	0	0	0
"ENSMUSG00000022055"	3	7	1	48	43	56
"ENSMUSG00000022057"	0	1	0	0	0	0
"ENSMUSG00000022061"	0	0	0	0	2	0
"ENSMUSG00000022064"	152	124	200	118	189	124
"ENSMUSG00000022066"	46	60	33	45	46	40
"ENSMUSG00000022070"	475	640	668	460	301	474
"ENSMUSG00000022074"	57	144	23	56	31	56
"ENSMUSG00000022075"	49	74	49	94	56	88
"ENSMUSG00000022076"	3	4	8	2	0	2
"ENSMUSG00000022085"	0	0	1	0	0	0
"ENSMUSG00000022089"	141	123	122	101	98	90
"ENSMUSG00000022090"	3	3	2	7	5	3
"ENSMUSG00000022091"	7	3	5	9	8	0
"ENSMUSG00000022092"	25	21	28	21	22	14
"ENSMUSG00000022094"	26	23	19	20	29	14
"ENSMUSG00000022095"	33	37	38	35	45	26
"ENSMUSG00000022096"	4	2	0	2	2	1
"ENSMUSG00000022097"	26	4	9	5	10	5
"ENSMUSG00000022098"	298	152	153	155	284	148
"ENSMUSG00000022099"	5	9	6	1	2	5
"ENSMUSG00000022100"	211	189	197	195	235	207
"ENSMUSG00000022101"	1	2	3	1	4	1
"ENSMUSG00000022102"	5	2	3	8	3	6
"ENSMUSG00000022103"	156	101	142	112	124	102
"ENSMUSG00000022105"	81	52	55	32	131	38
"ENSMUSG00000022106"	300	246	281	279	270	241
"ENSMUSG00000022108"	8083	4375	7680	3731	10843	3123
"ENSMUSG00000022109"	588	937	840	711	529	719
"ENSMUSG00000022110"	557	555	698	587	417	452
"ENSMUSG00000022111"	673	1032	730	870	388	702
"ENSMUSG00000022112"	2	1	0	1	1	0
"ENSMUSG00000022113"	10	11	11	5	10	16
"ENSMUSG00000022114"	250	585	538	384	151	353
"ENSMUSG00000022119"	305	335	419	346	469	350
"ENSMUSG00000022120"	102	165	197	125	133	160
"ENSMUSG00000022122"	5186	410	1760	458	5368	416
"ENSMUSG00000022124"	83	60	110	69	140	72
"ENSMUSG00000022125"	163	188	182	196	120	124
"ENSMUSG00000022129"	861	2091	1382	585	747	1274
"ENSMUSG00000022130"	77	89	74	68	84	63
"ENSMUSG00000022131"	75	147	42	95	65	62
"ENSMUSG00000022132"	10	9	10	9	49	6
"ENSMUSG00000022136"	273	395	209	347	285	225
"ENSMUSG00000022139"	322	264	285	265	332	224
"ENSMUSG00000022141"	411	484	480	469	586	377
"ENSMUSG00000022142"	117	192	79	171	91	161
"ENSMUSG00000022146"	0	0	1	1	0	0
"ENSMUSG00000022148"	0	0	0	0	2	0
"ENSMUSG00000022149"	0	0	0	0	1	0
"ENSMUSG00000022150"	17	32	26	38	28	34
"ENSMUSG00000022151"	164	132	137	141	198	122
"ENSMUSG00000022159"	122	117	110	94	142	83
"ENSMUSG00000022160"	2093	4530	2770	1512	1776	3277
"ENSMUSG00000022174"	3072	4337	2479	3125	2385	2660
"ENSMUSG00000022175"	139	133	69	107	137	72
"ENSMUSG00000022176"	1	2	3	7	14	2
"ENSMUSG00000022177"	127	256	88	186	88	144
"ENSMUSG00000022178"	12	24	19	24	21	31
"ENSMUSG00000022179"	44	26	37	24	35	25
"ENSMUSG00000022180"	0	0	1	1	1	3
"ENSMUSG00000022181"	0	0	0	0	2	0
"ENSMUSG00000022184"	31	28	13	20	30	5
"ENSMUSG00000022185"	880	1546	1100	993	1039	942
"ENSMUSG00000022186"	986	787	853	850	1165	690
"ENSMUSG00000022191"	156	261	139	180	147	204
"ENSMUSG00000022193"	2733	3744	2552	3077	2407	2747
"ENSMUSG00000022194"	399	500	380	453	474	388
"ENSMUSG00000022195"	98	180	88	154	88	126
"ENSMUSG00000022197"	70	190	123	104	63	166
"ENSMUSG00000022199"	266	195	145	226	288	165
"ENSMUSG00000022200"	263	610	177	669	211	434
"ENSMUSG00000022201"	396	414	352	401	436	358
"ENSMUSG00000022203"	95	79	34	103	112	75
"ENSMUSG00000022204"	409	628	389	519	423	484
"ENSMUSG00000022205"	2832	4943	3325	3740	3015	3386
"ENSMUSG00000022206"	0	0	0	0	1	1
"ENSMUSG00000022208"	8	5	6	8	10	10
"ENSMUSG00000022209"	7	30	7	9	8	12
"ENSMUSG00000022210"	606	581	553	685	764	633
"ENSMUSG00000022211"	7	12	9	9	11	6
"ENSMUSG00000022212"	2	0	0	0	1	0
"ENSMUSG00000022214"	155	91	133	99	153	78
"ENSMUSG00000022215"	0	1	0	0	0	0
"ENSMUSG00000022216"	383	414	297	335	421	226
"ENSMUSG00000022217"	22	15	12	19	30	16
"ENSMUSG00000022218"	1	0	0	1	3	1
"ENSMUSG00000022219"	6	2	3	5	7	6
"ENSMUSG00000022223"	1	0	1	0	0	0
"ENSMUSG00000022225"	0	0	0	0	2	0
"ENSMUSG00000022227"	0	1	0	0	0	0
"ENSMUSG00000022228"	91	93	103	97	129	79
"ENSMUSG00000022229"	1	1	0	0	0	0
"ENSMUSG00000022231"	82	105	72	80	144	57
"ENSMUSG00000022234"	2099	3259	1943	2927	1676	2559
"ENSMUSG00000022235"	12	11	3	3	13	1
"ENSMUSG00000022236"	102	47	65	58	80	39
"ENSMUSG00000022237"	5	9	3	3	2	0
"ENSMUSG00000022240"	416	307	277	298	282	263
"ENSMUSG00000022241"	269	533	287	455	258	483
"ENSMUSG00000022243"	0	0	0	0	1	0
"ENSMUSG00000022244"	108	78	75	73	82	56
"ENSMUSG00000022245"	0	0	0	0	2	0
"ENSMUSG00000022246"	11	21	7	10	23	15
"ENSMUSG00000022247"	509	1010	407	828	408	719
"ENSMUSG00000022248"	133	158	109	146	90	114
"ENSMUSG00000022253"	92	39	48	27	117	35
"ENSMUSG00000022255"	537	975	496	680	574	681
"ENSMUSG00000022257"	909	1448	666	1327	822	889
"ENSMUSG00000022261"	163	254	76	165	136	134
"ENSMUSG00000022263"	248	358	276	356	499	377
"ENSMUSG00000022265"	197	103	94	104	172	58
"ENSMUSG00000022269"	0	1	1	0	1	0
"ENSMUSG00000022270"	100	5	60	6	254	5
"ENSMUSG00000022272"	2188	770	1641	680	1872	519
"ENSMUSG00000022280"	83	74	56	50	73	47
"ENSMUSG00000022283"	2468	2482	2329	1816	2290	1588
"ENSMUSG00000022285"	4055	4324	3078	4116	3334	3810
"ENSMUSG00000022286"	15	23	34	13	17	20
"ENSMUSG00000022288"	7	3	9	2	3	2
"ENSMUSG00000022292"	348	643	479	349	324	419
"ENSMUSG00000022295"	364	307	238	245	280	223
"ENSMUSG00000022297"	0	0	1	0	1	0
"ENSMUSG00000022299"	15	15	11	18	8	15
"ENSMUSG00000022300"	298	510	127	241	95	168
"ENSMUSG00000022305"	108	90	69	91	150	106
"ENSMUSG00000022306"	47	32	39	33	43	34
"ENSMUSG00000022307"	208	225	160	204	236	191
"ENSMUSG00000022309"	29	31	12	11	50	13
"ENSMUSG00000022311"	0	0	1	0	1	1
"ENSMUSG00000022312"	3474	3440	3011	3413	2914	2760
"ENSMUSG00000022313"	454	597	509	377	366	470
"ENSMUSG00000022314"	617	593	767	550	760	593
"ENSMUSG00000022321"	192	98	141	71	201	81
"ENSMUSG00000022322"	228	329	201	224	124	204
"ENSMUSG00000022323"	483	371	433	342	549	309
"ENSMUSG00000022324"	20	89	21	84	16	66
"ENSMUSG00000022325"	71	134	46	114	61	105
"ENSMUSG00000022329"	166	221	89	164	106	124
"ENSMUSG00000022330"	40	97	9	39	16	31
"ENSMUSG00000022332"	76	96	63	77	63	64
"ENSMUSG00000022335"	12	14	6	20	17	8
"ENSMUSG00000022336"	2076	2554	1905	2413	1633	2049
"ENSMUSG00000022337"	820	901	743	786	733	676
"ENSMUSG00000022338"	1651	2577	1721	1884	1393	1703
"ENSMUSG00000022339"	108	99	81	109	105	76
"ENSMUSG00000022340"	152	66	113	86	138	59
"ENSMUSG00000022342"	5	9	0	15	4	20
"ENSMUSG00000022346"	240	817	151	729	133	650
"ENSMUSG00000022347"	0	1	1	0	0	1
"ENSMUSG00000022350"	81	99	97	97	116	70
"ENSMUSG00000022351"	637	1212	470	1098	402	934
"ENSMUSG00000022353"	238	760	346	677	470	539
"ENSMUSG00000022354"	3103	3701	2859	2967	3026	2587
"ENSMUSG00000022358"	61	8	34	15	48	20
"ENSMUSG00000022359"	41	30	40	32	44	29
"ENSMUSG00000022360"	83	235	100	324	43	142
"ENSMUSG00000022361"	209	223	239	197	270	322
"ENSMUSG00000022362"	4	2	2	6	3	0
"ENSMUSG00000022364"	63	110	52	117	43	93
"ENSMUSG00000022365"	293	331	219	280	263	237
"ENSMUSG00000022367"	20	2	6	2	27	4
"ENSMUSG00000022369"	56	59	58	61	37	64
"ENSMUSG00000022370"	710	1035	1062	683	675	741
"ENSMUSG00000022371"	3	3	5	2	12	2
"ENSMUSG00000022372"	0	0	0	0	1	0
"ENSMUSG00000022375"	1	1	0	0	0	1
"ENSMUSG00000022376"	27	4	8	3	37	7
"ENSMUSG00000022377"	86	161	67	107	91	93
"ENSMUSG00000022378"	55	92	42	75	68	48
"ENSMUSG00000022382"	228	123	270	83	209	121
"ENSMUSG00000022383"	4	7	6	2	8	4
"ENSMUSG00000022385"	164	307	129	273	78	223
"ENSMUSG00000022386"	170	120	122	103	162	97
"ENSMUSG00000022387"	146	204	143	143	194	165
"ENSMUSG00000022388"	2	2	2	2	1	2
"ENSMUSG00000022389"	138	104	108	91	262	68
"ENSMUSG00000022390"	281	303	385	365	554	391
"ENSMUSG00000022391"	499	708	550	594	420	572
"ENSMUSG00000022394"	72	125	67	126	53	89
"ENSMUSG00000022400"	3688	4839	3615	3520	2771	3248
"ENSMUSG00000022401"	101	115	90	114	96	87
"ENSMUSG00000022403"	3628	4713	3954	2810	3188	3187
"ENSMUSG00000022404"	656	647	430	631	434	523
"ENSMUSG00000022407"	462	829	365	838	402	780
"ENSMUSG00000022408"	4	1	0	1	0	0
"ENSMUSG00000022412"	99	146	78	127	104	106
"ENSMUSG00000022414"	121	99	76	85	112	76
"ENSMUSG00000022415"	130	148	123	138	100	98
"ENSMUSG00000022419"	23	216	38	91	11	98
"ENSMUSG00000022420"	331	302	247	274	297	241
"ENSMUSG00000022421"	7	6	3	7	2	7
"ENSMUSG00000022422"	73	208	86	111	25	101
"ENSMUSG00000022425"	101	11	91	13	93	14
"ENSMUSG00000022426"	142	136	112	101	180	157
"ENSMUSG00000022427"	1925	2376	1691	2055	1589	1803
"ENSMUSG00000022428"	761	627	587	542	539	454
"ENSMUSG00000022429"	0	0	3	0	1	0
"ENSMUSG00000022431"	11	5	2	10	5	8
"ENSMUSG00000022432"	15	19	1	8	3	8
"ENSMUSG00000022433"	251	241	207	200	287	200
"ENSMUSG00000022434"	76	133	62	98	67	105
"ENSMUSG00000022436"	19	26	14	25	23	29
"ENSMUSG00000022437"	476	753	441	668	388	447
"ENSMUSG00000022438"	1029	3202	1668	819	830	1999
"ENSMUSG00000022440"	88	68	37	37	49	21
"ENSMUSG00000022442"	96	84	74	71	100	59
"ENSMUSG00000022443"	47	76	81	131	77	145
"ENSMUSG00000022445"	0	1	0	0	0	0
"ENSMUSG00000022449"	2	2	0	0	6	2
"ENSMUSG00000022450"	3870	4064	3712	3258	3127	2709
"ENSMUSG00000022451"	780	702	573	665	772	621
"ENSMUSG00000022452"	1735	1865	1453	1386	1659	1225
"ENSMUSG00000022453"	186	71	93	79	141	63
"ENSMUSG00000022454"	52	33	89	133	372	129
"ENSMUSG00000022455"	1	4	0	0	0	0
"ENSMUSG00000022456"	91	80	72	64	148	73
"ENSMUSG00000022462"	149	351	189	238	248	216
"ENSMUSG00000022463"	613	845	572	649	542	640
"ENSMUSG00000022464"	0	1	0	0	2	0
"ENSMUSG00000022466"	139	205	148	156	140	144
"ENSMUSG00000022469"	91	96	102	82	93	100
"ENSMUSG00000022471"	159	246	147	263	122	250
"ENSMUSG00000022472"	185	165	113	165	135	135
"ENSMUSG00000022474"	1077	809	659	703	873	612
"ENSMUSG00000022475"	70	87	71	123	148	92
"ENSMUSG00000022476"	356	452	220	393	492	321
"ENSMUSG00000022477"	1673	1171	1021	1212	1340	1117
"ENSMUSG00000022483"	1	1	0	0	4	0
"ENSMUSG00000022484"	0	0	0	3	38	4
"ENSMUSG00000022485"	0	0	0	4	12	2
"ENSMUSG00000022488"	6	4	6	4	16	2
"ENSMUSG00000022489"	109	25	92	44	197	35
"ENSMUSG00000022490"	311	108	333	145	558	119
"ENSMUSG00000022491"	3	0	1	1	20	0
"ENSMUSG00000022494"	5	5	5	4	106	1
"ENSMUSG00000022496"	0	0	1	1	0	0
