"","logFC","logCPM","PValue","FDR"
"mmu-mir-1902",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-6361",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-680",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-3106-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-7681-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-5624-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-216a-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-1906",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-7678-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-6336",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-7018-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-7237-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-7035-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-6420",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-6985-3p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-215-3p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-7688-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-6987-3p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-1947-3p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-7646-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-216b-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-546",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-6351",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-3552",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-6418-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-7049-3p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-7666-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-7035-3p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-3113-5p",2.79510455851844,-1.9857171332073,0.500000000000004,1
"mmu-mir-466c-3p",-2.78207448401945,7.03179384625746,0.359733535122598,1
"mmu-mir-383-5p",-2.76157329781139,4.41961076387164,0.0817982110001544,0.940633005978185
"mmu-mir-1982-3p",-2.74209980343744,-0.535529251082628,0.0780242514015008,0.927842789715221
"mmu-mir-7003-3p",-2.7344742325051,1.01614844240152,0.0780082846267452,0.927842789715221
"mmu-mir-7221-3p",2.73190644803307,-1.3238869326322,0.310951979311785,1
"mmu-mir-708-5p",-2.72527692926141,2.08996838200068,0.221970992469324,1
"mmu-mir-7668-3p",2.72195110843819,-1.01337773216679,0.0835261549024344,0.940633005978185
"mmu-mir-7687-5p",2.72195110843819,-1.01337773216679,0.0835261549024344,0.940633005978185
"mmu-mir-214-5p",-2.71180148725555,3.28219527697862,0.222248241146793,1
"mmu-mir-129-2-3p",-2.7117832106768,4.91984424621583,0.0625170580055384,0.871720779282919
"mmu-mir-3102-3p",-2.70439246968267,1.89238662813211,0.0255284897945995,0.732817824692034
"mmu-mir-7073-3p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-679-3p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-142a-5p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-6922-3p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-337-3p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-7687-3p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-344d-2-5p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-7080-5p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-6936-5p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-6976-3p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-3088-5p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-3079-5p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-3544-3p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-6409",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-7028-5p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-1929-3p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-6926-5p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-302c-3p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-3087-5p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-6902-3p",-2.7038373440109,-1.86691816727666,1,1
"mmu-mir-224-5p",-2.68460848381998,6.08075270976598,0.144900918452289,1
"mmu-mir-7041-3p",2.67812505057954,-1.51411325517263,0.148869432494132,1
"mmu-mir-7211-3p",2.67812505057954,-1.51411325517263,0.148869432494132,1
"mmu-mir-7053-3p",2.67812505057954,-1.51411325517263,0.148869432494132,1
"mmu-mir-3103-5p",2.67812505057954,-1.51411325517263,0.148869432494132,1
"mmu-mir-683",2.67812505057954,-1.51411325517263,0.148869432494132,1
"mmu-mir-1224-5p",-2.66905312987993,-0.537340212653524,0.148659557593726,1
"mmu-mir-467e-5p",-2.65653860377295,7.90672796330754,0.401898054393729,1
"mmu-mir-6540-5p",-2.65373519755317,6.00645282915204,0.0308922343937939,0.822295111863895
"mmu-mir-466n-5p",-2.64552102872346,3.00207777863437,0.411507191595831,1
"mmu-mir-193a-3p",2.62717616259674,-0.964070995628128,0.0620542025649825,0.871720779282919
"mmu-mir-1251-5p",2.62315591325408,-0.629083123761173,0.0698945660945089,0.905536679312929
"mmu-mir-741-3p",-2.61613518054689,1.56705264170184,0.601661898807972,1
"mmu-mir-6363",2.60045621016962,-1.12917762230871,0.0637118329120713,0.871720779282919
"mmu-mir-7237-3p",2.60045621016962,-1.12917762230871,0.0637118329120713,0.871720779282919
"mmu-mir-669a-5p",-2.59280605181973,8.32470834970381,0.398515623519313,1
"mmu-mir-499-5p",-2.56927066496976,2.42100292918976,0.14373041894709,1
"mmu-mir-8116",2.56349369555041,-1.46498631211726,0.156227273324848,1
"mmu-mir-6352",2.56349369555041,-1.46498631211726,0.156227273324848,1
"mmu-mir-7689-5p",2.56349369555041,-1.46498631211726,0.156227273324848,1
"mmu-mir-6348",2.56349369555041,-1.46498631211726,0.156227273324848,1
"mmu-mir-135b-5p",-2.55643319334688,0.873605707496782,0.139833908588312,1
"mmu-mir-682",2.53355852305218,-0.471763926188021,0.0178094524831418,0.659397766443601
"mmu-mir-135a-2-3p",2.53290447767343,2.17685786266207,0.00527479799293348,0.385338146338506
"mmu-mir-134-5p",-2.5308661864241,2.92043049430511,0.0416989972961083,0.871720779282919
"mmu-mir-379-5p",-2.52843593931173,5.55105731547333,0.0403070627827086,0.871720779282919
"mmu-mir-297a-5p",-2.51048505004745,3.21251287258516,0.346856451338446,1
"mmu-mir-7665-5p",2.49199672638642,-1.25009622571109,0.0734565303082463,0.919148379241645
"mmu-mir-677-5p",2.4768481441636,5.58003637026597,0.00165249878374625,0.265399207231752
"mmu-mir-669o-5p",-2.47109913232145,6.71667677622061,0.412372970557884,1
"mmu-mir-466b-5p",-2.4681188844416,3.90090609304223,0.361056138627981,1
"mmu-mir-719",2.46080447483852,-1.03134984359863,0.0621749796031033,0.871720779282919
"mmu-mir-6540-3p",-2.45009172954768,1.05275987445141,0.104292157339598,1
"mmu-mir-466g",-2.44437074119614,5.94009645672035,0.405235996926914,1
"mmu-mir-19a-5p",2.43975775947866,-1.08793533642429,0.128969789961647,1
"mmu-mir-21a-3p",2.43959307835398,5.18986321110813,0.00199071661646818,0.265399207231752
"mmu-mir-495-3p",-2.43163886054441,1.27155715955755,0.0606698963689588,0.871720779282919
"mmu-mir-29b-3p",2.4209877209599,4.97443217739787,0.00217540333796518,0.265399207231752
"mmu-mir-8098",2.42082487932948,0.29576730219932,0.00800101228444936,0.473035907726449
"mmu-mir-878-3p",2.42073860966023,-1.41726201551716,0.311338512572749,1
"mmu-mir-6960-3p",2.42073860966023,-1.41726201551716,0.311338512572749,1
"mmu-mir-467e-3p",-2.38333822761712,1.84923933800616,0.517350107102592,1
"mmu-mir-6546-5p",-2.38279489635484,-0.764391311934689,0.117175026125553,1
"mmu-mir-467c-5p",-2.36563704098017,7.82741357260261,0.440810419086737,1
"mmu-mir-878-5p",-2.30925877387492,-0.213593360201993,0.504439439338833,1
"mmu-mir-7224-5p",-2.29211150330468,-0.76499220377275,0.215520507862783,1
"mmu-mir-6964-5p",2.29013303238824,-1.61867659948088,0.353181236007804,1
"mmu-mir-7087-3p",2.29013303238824,-1.61867659948088,0.353181236007804,1
"mmu-mir-144-3p",2.29013303238824,-1.61867659948088,0.353181236007804,1
"mmu-mir-5619-3p",2.29013303238824,-1.61867659948088,0.353181236007804,1
"mmu-mir-195a-3p",2.247002317104,6.62655388448873,0.0187952538801659,0.659397766443601
"mmu-mir-693-3p",2.24639497039571,-0.419733718327977,0.0530921047083709,0.871720779282919
"mmu-mir-669m-5p",-2.23735326592072,5.90820905600038,0.43326098515843,1
"mmu-mir-6998-5p",2.23660533919447,-1.33453575574132,0.0733532779439741,0.919148379241645
"mmu-mir-130b-5p",-2.2284540189822,8.07731502146203,0.0443140668800342,0.871720779282919
"mmu-mir-199b-5p",-2.22187296850568,5.45337896344267,0.0535504238226391,0.871720779282919
"mmu-mir-146a-5p",-2.21599683840002,9.03510918464632,0.0895030396327448,0.983158776196192
"mmu-mir-6364",2.21102439420529,0.105669732710088,0.0496698286237764,0.871720779282919
"mmu-mir-2137",-2.19955092492425,5.82898771888129,0.190987231514849,1
"mmu-mir-10a-5p",2.19716380791249,15.7600710404148,0.1418856758879,1
"mmu-mir-450b-3p",-2.18326234581771,6.0331591592944,0.17023337528885,1
"mmu-mir-669d-5p",-2.17350465502156,5.31750212207732,0.452698814617185,1
"mmu-mir-7049-5p",2.16794604742163,-1.56714126003318,0.353181236007804,1
"mmu-mir-202-5p",2.16525060092501,-0.701524365334842,0.0454622488980863,0.871720779282919
"mmu-mir-5126",-2.15357721124959,4.72652414815174,0.2807617036338,1
"mmu-mir-297a-3p",-2.14939791607286,2.21226944588631,0.482187035938556,1
"mmu-mir-490-5p",-2.13883775951296,-0.245027937721021,0.345124454047506,1
"mmu-mir-7083-3p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-7069-3p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-3091-5p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-6957-5p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-7006-5p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-741-5p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-3063-3p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-463-5p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-6416-5p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-7222-3p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-7682-3p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-7022-3p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-6909-5p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-7037-3p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-496b",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-3062-3p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-669l-3p",-2.13842608661397,-1.88193311993016,1,1
"mmu-mir-1a-3p",-2.13538221518327,0.186259982367933,0.178404897799899,1
"mmu-mir-1928",2.12845994215957,-1.28945615917401,0.126822865145466,1
"mmu-mir-669l-5p",-2.12591471056089,6.64978384360259,0.451369467585781,1
"mmu-mir-466p-5p",-2.11773331424179,3.06959648383383,0.388393141921776,1
"mmu-mir-669e-3p",-2.10639136568578,1.477248269414,0.451246277809378,1
"mmu-mir-6899-3p",-2.10295631416573,0.764901218345635,0.230464623844646,1
"mmu-mir-200a-5p",-2.08392420086038,0.34732477896278,0.817676509931171,1
"mmu-mir-1298-5p",2.08022564988206,1.14794202370082,0.0289985999123949,0.786184264291596
"mmu-mir-503-3p",-2.06987374349226,7.72463857740979,0.0829459497328406,0.940633005978185
"mmu-mir-1894-5p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-3092-5p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-1982-5p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-5124b",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-697",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-8108",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-6398",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-6385",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-3964",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-2183",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-6388",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-5625-5p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-5046",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-7058-5p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-7663-5p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-6934-5p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-6973b-5p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-7036b-3p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-7661-5p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-6928-3p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-3108-5p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-6391",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-544-3p",-2.06643551861995,-1.93518273734948,1,1
"mmu-mir-8113",2.06193912167845,-1.24395532762052,0.41366461916578,1
"mmu-mir-3103-3p",-2.05915541956044,0.140603242356285,0.141200407232956,1
"mmu-mir-8094",2.04747547939564,0.241344663180909,0.0209076836503884,0.664194063217981
"mmu-mir-466h-5p",-2.04053971609587,5.06687269395786,0.503800502335731,1
"mmu-mir-1983",-2.02616987343822,9.73860856842826,0.0582869820826576,0.871720779282919
"mmu-mir-9769-3p",2.0126971679992,0.433031700876151,0.11297031712449,1
"mmu-mir-193a-5p",-2.00065739110114,1.28029826765323,0.16943248681392,1
"mmu-mir-6239",1.99296575678579,3.33858400763812,0.0165783755992108,0.641797916050683
"mmu-mir-6992-5p",1.99185633698627,0.362408095862606,0.0247913884661026,0.725891854287484
"mmu-mir-7667-3p",1.98659490896102,-0.0942623367268695,0.0670321620140072,0.89175345426285
"mmu-mir-6923-3p",1.97287600534913,-1.19926507112658,0.404185463176741,1
"mmu-mir-703",1.97050724525111,3.69301584246378,0.0193675573477287,0.659397766443601
"mmu-mir-5099",1.96592837080373,13.3673305321663,0.0136767113851135,0.5889031019943
"mmu-mir-329-5p",-1.95573955401632,0.869390685908352,0.238784358570467,1
"mmu-mir-6998-3p",-1.94520419232974,0.0437865603561123,0.361933130628297,1
"mmu-mir-6920-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6410",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7045-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6541",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-3072-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7085-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7675-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7057-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7025-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7092-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7084-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-486a-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-1899",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7088-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-223-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-133a-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6928-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6940-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6357",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-3544-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-1966-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-300-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6345",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-3104-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6961-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6904-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-3073b-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-1251-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-5622-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6919-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7082-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6921-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7119-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6414",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7057-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7235-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-208b-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-1894-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-669d-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7038-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6906-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7004-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-5132-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6338",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7042-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-451b",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6959-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6991-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-375-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6769b-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-137-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6902-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6975-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6995-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6963-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-133b-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6237",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7047-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7023-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6939-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7011-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-323-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-762",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-381-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6937-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-5618-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7000-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7651-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6958-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6931-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7225-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6978-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6931-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6953-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-6973b-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-7118-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-5709-3p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-1964-5p",-1.94424853365333,-1.99587629840475,1,1
"mmu-mir-344f-5p",-1.94209203696272,0.634835736859968,0.264805386699346,1
"mmu-mir-7668-5p",-1.93475787807015,-1.01597083240817,0.272915595596488,1
"mmu-mir-1247-5p",1.93420293085248,-0.479743317672264,0.16053289102035,1
"mmu-mir-203-3p",-1.93107382134939,5.20016079622157,0.544556899198888,1
"mmu-mir-3098-5p",1.92614443665878,-1.42486635738622,0.155949675052833,1
"mmu-mir-6992-3p",1.92614443665878,-1.42486635738622,0.155949675052833,1
"mmu-mir-297b-5p",-1.92062606804776,4.04461872209836,0.470533177299408,1
"mmu-mir-21a-5p",1.91994251012059,15.7597431794322,0.00985609347637857,0.473035907726449
"mmu-mir-382-3p",-1.91642327074434,2.29010789092305,0.125689483669509,1
"mmu-mir-29b-1-5p",1.90253223923441,-0.179535002639248,0.0352223735381136,0.835041186791226
"mmu-mir-1951",1.88768866856077,0.0647945593559382,0.0413065345578472,0.871720779282919
"mmu-mir-6369",1.88567655688278,-0.689256812072782,0.14790249177287,1
"mmu-mir-301b-3p",-1.88541968278091,1.71106601266199,0.151137941487886,1
"mmu-mir-8118",1.88054638078403,1.0303649673794,0.0353637661072787,0.835041186791226
"mmu-mir-92b-5p",1.87633699990501,7.91978964601551,0.0425946415856978,0.871720779282919
"mmu-mir-29a-3p",1.86291082314999,8.53615409817684,0.0218059410518739,0.665081202082154
"mmu-mir-379-3p",-1.85195325647744,0.979890491948934,0.210226379765997,1
"mmu-mir-669b-3p",-1.8308177910958,1.06489178998964,0.601698889413244,1
"mmu-mir-669a-3-3p",-1.8298877568834,0.679042604802627,0.698638481972296,1
"mmu-mir-3081-5p",1.82344609528991,-1.09422824299901,0.244038383461699,1
"mmu-mir-5623-3p",1.81819836842057,-1.37781627096491,0.260618968533821,1
"mmu-mir-491-3p",1.81819836842057,-1.37781627096491,0.260618968533821,1
"mmu-mir-465c-5p",-1.81077285487521,1.49687553010017,0.476545054596067,1
"mmu-mir-3062-5p",-1.80537033690263,1.7576592163887,0.156334999622013,1
"mmu-mir-210-5p",-1.80205139578015,4.56210240911146,0.103491481803197,1
"mmu-mir-344g-5p",1.80132359450935,-1.25686372072784,0.302112333458167,1
"mmu-mir-1907",1.80103249369473,-1.05073664085776,0.294078337923205,1
"mmu-mir-322-3p",-1.80068478637751,10.2690431109461,0.180491745636338,1
"mmu-mir-467g",1.78604093299363,0.49043803190801,0.0522839156972634,0.871720779282919
"mmu-mir-466c-5p",-1.77549349518803,4.78714442165475,0.585212311409716,1
"mmu-mir-5620-5p",1.76149101344511,1.27976824252201,0.0494131353460079,0.871720779282919
"mmu-mir-6935-3p",1.75558885951093,-0.617796256780477,0.156533601291675,1
"mmu-mir-346-5p",-1.75167380042827,6.84272918143391,0.168202202679396,1
"mmu-mir-223-5p",1.74299416259569,-1.73250945757039,0.844896494514685,1
"mmu-mir-5120",1.74299416259569,-1.73250945757039,0.844896494514685,1
"mmu-mir-3104-5p",1.74299416259569,-1.73250945757039,0.844896494514685,1
"mmu-mir-145b",1.74299416259569,-1.73250945757039,0.844896494514685,1
"mmu-mir-7094-3p",1.74299416259569,-1.73250945757039,0.844896494514685,1
"mmu-mir-721",1.74299416259569,-1.73250945757039,0.844896494514685,1
"mmu-mir-6963-3p",1.74299416259569,-1.73250945757039,0.844896494514685,1
"mmu-mir-6930-5p",1.74299416259569,-1.73250945757039,0.844896494514685,1
"mmu-mir-8097",1.74299416259569,-1.73250945757039,0.844896494514685,1
"mmu-mir-6356",1.74299416259569,-1.73250945757039,0.844896494514685,1
"mmu-mir-6912-5p",-1.73571346654318,-1.0223212486081,0.258909191585577,1
"mmu-mir-3058-3p",-1.71542659156808,0.678399626252283,0.18000498741728,1
"mmu-mir-221-5p",1.71100899251498,4.70965709168407,0.11742148645723,1
"mmu-mir-6988-3p",-1.7081429738826,-0.13345652296894,0.515298645752038,1
"mmu-mir-615-5p",-1.70597542905967,4.86099239087703,0.139724421168724,1
"mmu-mir-669f-5p",-1.70313276728374,4.7950783797209,0.546234061330595,1
"mmu-mir-802-5p",-1.70106055551469,-1.12594864412717,0.973398077012816,1
"mmu-mir-6946-3p",-1.68336238367886,-0.570706039510993,0.305356979330158,1
"mmu-mir-7669-3p",1.68277157041678,-0.635520963281315,0.104703129978461,1
"mmu-mir-6996-3p",1.67271513291845,-0.173515600797825,0.136583136511898,1
"mmu-mir-101b-5p",1.67033275544214,1.65654599395666,0.0785877772709613,0.927842789715221
"mmu-mir-3474",1.65757726811155,1.96206040803926,0.122422892245171,1
"mmu-mir-365-1-5p",1.64947102902595,2.90246069844579,0.05128656138034,0.871720779282919
"mmu-mir-466q",1.64922990030708,4.23454684848673,0.0363104071956614,0.843784700546799
"mmu-mir-449a-5p",-1.6424975530681,-0.568044949811569,0.570342001489828,1
"mmu-mir-7238-5p",1.64124141851958,-0.603025994039184,0.0981810393434357,1
"mmu-mir-6948-5p",1.64028178545487,0.365350895636073,0.0694844815626116,0.905536679312929
"mmu-mir-219b-5p",-1.63768232791601,-1.15245030292352,0.315307702534763,1
"mmu-mir-1291",1.63185853344252,3.75498106858131,0.0400488970089852,0.871720779282919
"mmu-mir-7018-3p",-1.62224656375148,-1.16495655561789,0.988225348137107,1
"mmu-mir-218-2-3p",1.62080717762907,-1.67828361919764,0.844896494514685,1
"mmu-mir-7076-3p",1.62080717762907,-1.67828361919764,0.844896494514685,1
"mmu-mir-7648-3p",-1.61613640739433,-0.224337830944052,0.319524376316519,1
"mmu-mir-5616-3p",-1.61454406608814,-1.15414213077776,0.972361805555827,1
"mmu-mir-3084-3p",-1.61306599291433,2.3677295702646,0.175835584043269,1
"mmu-mir-195a-5p",1.6051832899027,5.87178630079486,0.0567597668167421,0.871720779282919
"mmu-mir-466f-5p",-1.58568221863718,3.06100624391371,0.516159398179963,1
"mmu-mir-34b-3p",-1.58547412133831,5.97717990430388,0.235735504293665,1
"mmu-mir-148a-3p",1.57533132934336,15.4275219688643,0.0396935515450251,0.871720779282919
"mmu-mir-378d",1.57506214252562,1.61622411647967,0.0752718038042725,0.926032947642478
"mmu-mir-6935-5p",1.56827609446602,-1.17051959800646,0.418577032301968,1
"mmu-mir-301b-5p",-1.56372567169779,3.25907605576776,0.141596357722096,1
"mmu-mir-351-3p",-1.56282320029224,4.15984340415151,0.164041113044618,1
"mmu-mir-3093-5p",-1.56153228958119,4.57756683698757,0.233418759854123,1
"mmu-mir-497a-5p",1.54950868753219,5.05718726952622,0.0590469693299438,0.871720779282919
"mmu-mir-1903",1.54881660963504,-1.62799790806587,1,1
"mmu-mir-1956",1.54881660963504,-1.62799790806587,1,1
"mmu-mir-3091-3p",1.54428262562594,0.838415401763568,0.0731541654326299,0.919148379241645
"mmu-mir-344d-3-5p",1.53660801836022,0.17227381750717,0.0779084248874299,0.927842789715221
"mmu-mir-501-5p",-1.53127874207253,3.61291334104141,0.166334932157151,1
"mmu-mir-107-5p",1.53013812507847,-1.52198713291216,0.353019469146667,1
"mmu-mir-6915-5p",1.53013812507847,-1.52198713291216,0.353019469146667,1
